Term 1,Term 2,Term 3,frequency of trigram,frequency of context (bigram Term1 + Term2),probability of trigram
del,número,de,1,1,1.0
número,de,ramas,1,1,1.0
de,ramas,y,1,1,1.0
ramas,y,mallas,1,1,1.0
y,mallas,o,1,1,1.0
mallas,o,desea,1,1,1.0
o,desea,que,1,1,1.0
desea,que,sean,1,1,1.0
que,sean,preguntas,1,1,1.0
sean,preguntas,abiertas?,1,1,1.0
preguntas,abiertas?,</s>,1,1,1.0
abiertas?,</s>,<s>,1,1,1.0
<s>,"Vale,",cuantos,1,7,0.14285714285714285
"Vale,",cuantos,circuitos,1,1,1.0
cuantos,circuitos,desea?,1,1,1.0
circuitos,desea?,</s>,1,1,1.0
desea?,</s>,<s>,1,1,1.0
Ya,me,inscribí.,1,3,0.3333333333333333
me,inscribí.,</s>,1,1,1.0
inscribí.,</s>,<s>,1,1,1.0
</s>,<s>,Asi,1,487,0.002053388090349076
<s>,Asi,lo,1,1,1.0
Asi,lo,estoy,1,1,1.0
lo,estoy,trabaando.,1,1,1.0
estoy,trabaando.,</s>,1,1,1.0
trabaando.,</s>,<s>,1,1,1.0
<s>,La,evaluación,1,2,0.5
La,evaluación,del,1,1,1.0
evaluación,del,tutor?,1,1,1.0
del,tutor?,</s>,1,1,1.0
tutor?,</s>,<s>,1,1,1.0
<s>,"Uy,",ahorita,1,2,0.5
"Uy,",ahorita,estoy,1,1,1.0
ahorita,estoy,revisando,1,1,1.0
estoy,revisando,pero,1,1,1.0
revisando,pero,no,1,1,1.0
pero,no,me,1,1,1.0
no,me,deja,1,1,1.0
me,deja,verla.,1,1,1.0
deja,verla.,</s>,1,1,1.0
verla.,</s>,<s>,1,1,1.0
</s>,<s>,De,1,487,0.002053388090349076
<s>,De,lo,1,1,1.0
De,lo,que,1,1,1.0
lo,que,recuerdo,1,8,0.125
que,recuerdo,son,1,1,1.0
recuerdo,son,preguntas,1,1,1.0
son,preguntas,sobre,1,1,1.0
preguntas,sobre,los,1,1,1.0
sobre,los,valores,1,1,1.0
los,valores,politécnicos,1,1,1.0
valores,politécnicos,que,1,1,1.0
politécnicos,que,se,1,1,1.0
que,se,presentaron,1,10,0.1
se,presentaron,en,1,1,1.0
presentaron,en,la,1,1,1.0
en,la,"tutoría,",1,16,0.0625
la,"tutoría,",pero,1,1,1.0
"tutoría,",pero,más,1,1,1.0
pero,más,allá,1,1,1.0
más,allá,de,1,1,1.0
allá,de,eso,1,1,1.0
de,eso,no,1,1,1.0
eso,no,recuerdo,1,1,1.0
no,recuerdo,que,1,1,1.0
recuerdo,que,se,1,1,1.0
que,se,pregunte,1,10,0.1
se,pregunte,exactamente,1,1,1.0
pregunte,exactamente,sobre,1,1,1.0
exactamente,sobre,la,1,1,1.0
sobre,la,identidad,1,2,0.5
la,identidad,politécnica.,1,1,1.0
identidad,politécnica.,</s>,1,1,1.0
politécnica.,</s>,<s>,1,1,1.0
<s>,Si,recuerdo,1,11,0.09090909090909091
Si,recuerdo,algo,1,1,1.0
recuerdo,algo,"especifico,",1,1,1.0
algo,"especifico,",se,1,1,1.0
"especifico,",se,lo,1,1,1.0
se,lo,"comento,",1,1,1.0
lo,"comento,",pero,1,1,1.0
"comento,",pero,hace,1,1,1.0
pero,hace,tiempo,1,1,1.0
hace,tiempo,que,1,1,1.0
tiempo,que,hice,1,1,1.0
que,hice,la,1,1,1.0
hice,la,evaluación,1,1,1.0
la,evaluación,y,1,1,1.0
evaluación,y,no,1,1,1.0
y,no,lo,1,1,1.0
no,lo,tengo,1,1,1.0
lo,tengo,fresco.,1,2,0.5
tengo,fresco.,</s>,1,1,1.0
fresco.,</s>,<s>,1,1,1.0
le,subí,el,1,3,0.3333333333333333
subí,el,"forms,",1,1,1.0
el,"forms,",decidí,1,1,1.0
"forms,",decidí,usar,1,1,1.0
decidí,usar,"Google,",1,1,1.0
usar,"Google,",porque,1,1,1.0
"Google,",porque,tiene,1,1,1.0
porque,tiene,más,1,1,1.0
tiene,más,funcionalidades,1,1,1.0
más,funcionalidades,para,1,1,1.0
funcionalidades,para,hacer,1,1,1.0
para,hacer,un,1,2,0.5
hacer,un,cuestionario,1,1,1.0
un,cuestionario,y,1,1,1.0
cuestionario,y,analizar,1,1,1.0
y,analizar,las,1,1,1.0
analizar,las,respuestas.,1,1,1.0
las,respuestas.,</s>,1,1,1.0
respuestas.,</s>,<s>,1,1,1.0
<s>,"Si,",está,1,5,0.2
"Si,",está,en,1,1,1.0
está,en,la,1,2,0.5
la,carpeta,una,1,4,0.25
carpeta,una,URL,1,1,1.0
una,URL,que,1,1,1.0
URL,que,se,1,1,1.0
se,llama,"circuitos,",1,2,0.5
llama,"circuitos,",coménteme,1,1,1.0
"circuitos,",coménteme,si,1,1,1.0
coménteme,si,le,1,1,1.0
si,le,deja,1,1,1.0
le,deja,entrar,1,1,1.0
deja,entrar,cuando,1,1,1.0
entrar,cuando,pueda.,1,1,1.0
cuando,pueda.,</s>,1,1,1.0
pueda.,</s>,<s>,1,1,1.0
Igual,ya,inicié,1,2,0.5
ya,inicié,el,1,1,1.0
inicié,el,curso,1,1,1.0
el,curso,que,1,2,0.5
curso,que,me,1,1,1.0
que,me,comentó.,1,9,0.1111111111111111
me,comentó.,</s>,1,1,1.0
comentó.,</s>,<s>,1,1,1.0
<s>,Mañana,lo,1,2,0.5
Mañana,lo,puedo,1,1,1.0
lo,puedo,encontrar,1,3,0.3333333333333333
puedo,encontrar,a,1,1,1.0
encontrar,a,las,1,1,1.0
a,las,10,1,9,0.1111111111111111
las,10,en,1,2,0.5
10,en,su,1,2,0.5
para,firma,del,1,2,0.5
del,reporte,mensual?,1,2,0.5
<s>,"Claro,",tiene,1,14,0.07142857142857142
"Claro,",tiene,el,1,1,1.0
tiene,el,código,1,1,1.0
el,código,para,1,2,0.5
código,para,que,1,1,1.0
para,que,lo,1,4,0.25
que,lo,pueda,1,3,0.3333333333333333
lo,pueda,copiar,1,1,1.0
pueda,copiar,y,1,1,1.0
copiar,y,pegar?,1,1,1.0
y,pegar?,</s>,1,1,1.0
pegar?,</s>,<s>,1,1,1.0
<s>,"Vale,",no,1,7,0.14285714285714285
"Vale,",no,se,1,1,1.0
no,se,"preocupe,",1,4,0.25
se,"preocupe,",entonces,1,1,1.0
"preocupe,",entonces,lo,1,1,1.0
entonces,lo,copio,1,1,1.0
lo,copio,a,1,1,1.0
copio,a,mano.,1,1,1.0
a,mano.,</s>,1,1,1.0
mano.,</s>,<s>,1,1,1.0
<s>,#,Importamos,1,2,0.5
#,Importamos,la,1,1,1.0
Importamos,la,biblioteca,1,1,1.0
la,biblioteca,re,1,1,1.0
biblioteca,re,para,1,1,1.0
re,para,expresiones,1,1,1.0
para,expresiones,regulares,1,1,1.0
expresiones,regulares,</s>,1,1,1.0
regulares,</s>,<s>,1,1,1.0
<s>,Hoy,no,1,2,0.5
Hoy,no,fui,1,1,1.0
no,fui,a,1,1,1.0
fui,a,la,1,1,1.0
a,la,"escuela,",1,14,0.07142857142857142
la,"escuela,",porque,1,1,1.0
"escuela,",porque,tengo,1,1,1.0
porque,tengo,lastimado,1,1,1.0
tengo,lastimado,mi,1,1,1.0
lastimado,mi,"pie,",1,1,1.0
mi,"pie,",mañana,1,1,1.0
"pie,",mañana,creo,1,1,1.0
mañana,creo,ya,1,1,1.0
creo,ya,estar,1,1,1.0
ya,estar,"bien,",1,1,1.0
estar,"bien,",puede,1,1,1.0
"bien,",puede,igual,1,1,1.0
puede,igual,a,1,1,1.0
igual,a,las,1,1,1.0
<s>,"Gracias,",maestro,1,5,0.2
"Gracias,",maestro,Pero,1,1,1.0
maestro,Pero,yo,1,1,1.0
Pero,yo,creo,1,1,1.0
creo,que,mañana,1,10,0.1
que,mañana,si,1,1,1.0
mañana,si,puedo,1,1,1.0
si,puedo,"estar,",1,1,1.0
puedo,"estar,",si,1,1,1.0
"estar,",si,quiere,1,1,1.0
si,quiere,lo,1,1,1.0
quiere,lo,puedo,1,1,1.0
lo,puedo,ver,1,3,0.3333333333333333
puedo,ver,en,1,1,1.0
ver,en,su,1,2,0.5
en,su,cubículo.,1,7,0.14285714285714285
su,cubículo.,</s>,1,1,1.0
cubículo.,</s>,<s>,1,1,1.0
<s>,"Claro,",lo,1,14,0.07142857142857142
"Claro,",lo,realizo,1,1,1.0
lo,realizo,</s>,1,1,1.0
<s>,Ya,"mejor,",1,52,0.019230769230769232
Ya,"mejor,",profe.,1,1,1.0
"mejor,",profe.,</s>,1,1,1.0
<s>,Pero,sigo,1,4,0.25
Pero,sigo,con,1,1,1.0
sigo,con,un,1,1,1.0
con,un,poco,1,1,1.0
un,poco,de,1,1,1.0
poco,de,dolor.,1,2,0.5
de,dolor.,</s>,1,1,1.0
dolor.,</s>,<s>,1,1,1.0
<s>,"Si,",estuve,1,5,0.2
"Si,",estuve,tomando,1,1,1.0
estuve,tomando,esta,1,1,1.0
tomando,esta,semana,1,1,1.0
esta,semana,la,1,2,0.5
semana,la,medicina,1,1,1.0
la,medicina,que,1,1,1.0
medicina,que,me,1,1,1.0
mando,el,médico.,1,2,0.5
el,médico.,</s>,1,1,1.0
<s>,"Gracias,",profe.,1,5,0.2
"Gracias,",profe.,</s>,1,1,1.0
<s>,"Listo,",prof,1,4,0.25
"Listo,",prof,</s>,1,1,1.0
prof,</s>,<s>,1,1,1.0
<s>,Ya,mucho,1,52,0.019230769230769232
Ya,mucho,"mejor,",1,1,1.0
mucho,"mejor,",siento,1,1,1.0
"mejor,",siento,algunas,1,1,1.0
siento,algunas,"punzadas,",1,1,1.0
algunas,"punzadas,",pero,1,1,1.0
"punzadas,",pero,creo,1,1,1.0
que,ya,puedo,1,3,0.3333333333333333
ya,puedo,caminar,1,1,1.0
puedo,caminar,bien.,1,1,1.0
caminar,bien.,</s>,1,1,1.0
<s>,"Si,",tomé,1,5,0.2
"Si,",tomé,algunas,1,1,1.0
tomé,algunas,pastillas,1,1,1.0
algunas,pastillas,y,1,1,1.0
pastillas,y,el,1,1,1.0
y,el,diclofenaco,1,6,0.16666666666666666
el,diclofenaco,</s>,1,1,1.0
diclofenaco,</s>,<s>,1,1,1.0
</s>,<s>,3.2,1,487,0.002053388090349076
<s>,3.2,Descripción,1,1,1.0
3.2,Descripción,de,1,1,1.0
Descripción,de,cómo,1,1,1.0
de,cómo,se,1,1,1.0
cómo,se,fomenta,1,1,1.0
se,fomenta,cada,1,1,1.0
fomenta,cada,eje,1,1,1.0
cada,eje,transversal,1,1,1.0
eje,transversal,institucional,1,1,1.0
transversal,institucional,en,1,1,1.0
institucional,en,la,1,1,1.0
en,la,unidad,1,16,0.0625
la,unidad,de,1,1,1.0
unidad,de,aprendizaje,1,1,1.0
de,aprendizaje,</s>,1,1,1.0
aprendizaje,</s>,<s>,1,1,1.0
<s>,"Claro,",en,1,14,0.07142857142857142
"Claro,",en,qué,1,1,1.0
en,qué,le,1,1,1.0
qué,le,puedo,1,1,1.0
le,puedo,ayudar?,1,1,1.0
puedo,ayudar?,</s>,1,1,1.0
ayudar?,</s>,<s>,1,1,1.0
<s>,Entonces,quiere,1,5,0.2
Entonces,quiere,que,1,1,1.0
quiere,que,le,1,2,0.5
que,le,de,1,2,0.5
le,de,algunos,1,1,1.0
de,algunos,ejemplos,1,1,1.0
algunos,ejemplos,usando,1,1,1.0
ejemplos,usando,numpy?,1,1,1.0
usando,numpy?,</s>,1,1,1.0
numpy?,</s>,<s>,1,1,1.0
<s>,Lo,empiezo,1,3,0.3333333333333333
Lo,empiezo,a,1,1,1.0
empiezo,a,trabajar,1,1,1.0
a,trabajar,</s>,1,1,1.0
trabajar,</s>,<s>,1,1,1.0
"Buenas,","maestro,",este,1,2,0.5
"maestro,",este,sería,1,1,1.0
este,sería,el,1,1,1.0
sería,el,código,1,1,1.0
el,código,que,1,2,0.5
código,que,creo,1,1,1.0
que,creo,resulve,1,1,1.0
creo,resulve,su,1,1,1.0
resulve,su,evaluación,1,1,1.0
su,evaluación,</s>,1,1,1.0
evaluación,</s>,<s>,1,1,1.0
<s>,También,lo,1,5,0.2
También,lo,pongo,1,1,1.0
lo,pongo,en,1,1,1.0
pongo,en,la,1,1,1.0
la,carpeta,</s>,1,4,0.25
carpeta,</s>,<s>,1,1,1.0
<s>,"Bien,",ya,1,3,0.3333333333333333
"Bien,",ya,estoy,1,1,1.0
ya,estoy,totalmente,1,3,0.3333333333333333
estoy,totalmente,"recuperado,",1,1,1.0
totalmente,"recuperado,",muchas,1,1,1.0
"recuperado,",muchas,gracias,1,1,1.0
muchas,gracias,</s>,1,4,0.25
<s>,Lo,realizo,1,3,0.3333333333333333
Lo,realizo,</s>,1,1,1.0
</s>,<s>,Buen,1,487,0.002053388090349076
<s>,Buen,fin,1,1,1.0
Buen,fin,de,1,1,1.0
fin,de,semana,1,3,0.3333333333333333
de,semana,largo,1,1,1.0
semana,largo,</s>,1,1,1.0
largo,</s>,<s>,1,1,1.0
</s>,<s>,#include,1,487,0.002053388090349076
<s>,#include,<stdio.h>,1,1,1.0
#include,<stdio.h>,</s>,1,1,1.0
<stdio.h>,</s>,<s>,1,1,1.0
<s>,Ya,quedaron,1,52,0.019230769230769232
Ya,quedaron,las,1,1,1.0
quedaron,las,presentaciones,1,1,1.0
las,presentaciones,de,1,2,0.5
presentaciones,de,las,1,1,1.0
de,las,librerías,1,6,0.16666666666666666
las,librerías,y,1,1,1.0
librerías,y,scanf.,1,1,1.0
y,scanf.,</s>,1,1,1.0
scanf.,</s>,<s>,1,1,1.0
<s>,Ya,subí,1,52,0.019230769230769232
Ya,subí,las,1,1,1.0
subí,las,presentaciones,1,1,1.0
las,presentaciones,y,1,2,0.5
presentaciones,y,los,1,1,1.0
y,los,códigos,1,3,0.3333333333333333
los,códigos,a,1,2,0.5
códigos,a,la,1,1,1.0
a,la,carpeta.,1,14,0.07142857142857142
la,carpeta.,</s>,1,1,1.0
carpeta.,</s>,<s>,1,1,1.0
</s>,<s>,¿Mañana,1,487,0.002053388090349076
<s>,¿Mañana,puedo,1,1,1.0
¿Mañana,puedo,pasar,1,1,1.0
puedo,pasar,con,1,1,1.0
pasar,con,usted,1,1,1.0
con,usted,a,1,2,0.5
usted,a,la,1,1,1.0
a,la,1,1,14,0.07142857142857142
la,1,para,1,3,0.3333333333333333
1,para,firmar,1,1,1.0
para,firmar,el,1,1,1.0
el,reporte,mensual?,1,2,0.5
</s>,<s>,A,1,487,0.002053388090349076
<s>,A,la,1,1,1.0
A,la,1,1,1,1.0
la,1,tenía,1,3,0.3333333333333333
1,tenía,"pensado,",1,1,1.0
tenía,"pensado,",espero,1,1,1.0
"pensado,",espero,terminar,1,1,1.0
espero,terminar,a,1,1,1.0
terminar,a,tiempo,1,1,1.0
a,tiempo,la,1,1,1.0
tiempo,la,revisión,1,1,1.0
la,revisión,de,1,1,1.0
revisión,de,seguimiento,1,1,1.0
de,seguimiento,con,1,2,0.5
seguimiento,con,Ulises.,1,1,1.0
con,Ulises.,</s>,1,1,1.0
Ulises.,</s>,<s>,1,1,1.0
<s>,Nos,tocó,1,2,0.5
Nos,tocó,como,1,1,1.0
tocó,como,profesor,1,1,1.0
como,profesor,de,1,1,1.0
profesor,de,seguimiento,1,1,1.0
de,seguimiento,</s>,1,2,0.5
seguimiento,</s>,<s>,1,1,1.0
<s>,Mañana,vamos,1,2,0.5
Mañana,vamos,a,1,1,1.0
vamos,a,platicar,1,3,0.3333333333333333
a,platicar,de,1,1,1.0
platicar,de,todo,1,1,1.0
de,todo,eso,1,1,1.0
todo,eso,</s>,1,1,1.0
<s>,Claro,</s>,1,2,0.5
Claro,</s>,<s>,1,1,1.0
<s>,"Igual,",maestro.,1,2,0.5
"Igual,",maestro.,</s>,1,1,1.0
</s>,<s>,Excelentes,1,487,0.002053388090349076
<s>,Excelentes,vacaciones,1,1,1.0
Excelentes,vacaciones,</s>,1,1,1.0
vacaciones,</s>,<s>,1,1,1.0
<s>,Ya,realicé,1,52,0.019230769230769232
Ya,realicé,la,1,1,1.0
realicé,la,presentación,1,1,1.0
presentación,y,también,1,2,0.5
y,también,subí,1,2,0.5
también,subí,los,1,1,1.0
subí,los,códigos,1,1,1.0
los,códigos,que,1,2,0.5
códigos,que,utilicé.,1,1,1.0
que,utilicé.,</s>,1,1,1.0
utilicé.,</s>,<s>,1,1,1.0
</s>,<s>,Todo,1,487,0.002053388090349076
<s>,Todo,lo,1,1,1.0
Todo,lo,puse,1,1,1.0
lo,puse,en,1,1,1.0
carpeta,de,Lenguaje,1,3,0.3333333333333333
de,Lenguaje,C/Estructuras,1,1,1.0
Lenguaje,C/Estructuras,de,1,1,1.0
C/Estructuras,de,seleccion,1,1,1.0
de,seleccion,</s>,1,1,1.0
seleccion,</s>,<s>,1,1,1.0
<s>,Nos,puede,1,2,0.5
Nos,puede,pasar,1,1,1.0
puede,pasar,cuando,1,1,1.0
pasar,cuando,pueda,1,1,1.0
cuando,pueda,los,1,1,1.0
pueda,los,"documentos,",1,1,1.0
los,"documentos,",por,1,1,1.0
"documentos,",por,favor?,1,1,1.0
<s>,"Vale,",muchas,1,7,0.14285714285714285
"Vale,",muchas,"gracias,",1,1,1.0
muchas,"gracias,",maestro!,1,2,0.5
"gracias,",maestro!,Buena,1,1,1.0
maestro!,Buena,noche,1,1,1.0
Buena,noche,</s>,1,1,1.0
noche,</s>,<s>,1,1,1.0
<s>,El,viernes,1,2,0.5
El,viernes,puedo,1,1,1.0
viernes,puedo,ir,1,1,1.0
puedo,ir,a,1,1,1.0
ir,a,las,1,3,0.3333333333333333
a,las,10:00,1,9,0.1111111111111111
las,10:00,a,1,1,1.0
10:00,a,su,1,1,1.0
a,su,cubículo,1,2,0.5
para,firma,de,1,2,0.5
firma,de,los,1,1,1.0
de,los,reportes,1,1,1.0
los,reportes,del,1,2,0.5
reportes,del,SS?,1,1,1.0
del,SS?,</s>,1,1,1.0
</s>,<s>,"Ah,",1,487,0.002053388090349076
<s>,"Ah,",muy,1,1,1.0
"Ah,",muy,"bien,",1,1,1.0
muy,"bien,",maestro.,1,1,1.0
"bien,",maestro.,</s>,1,1,1.0
<s>,Muchas,"gracias,",1,2,0.5
Muchas,"gracias,",me,1,1,1.0
"gracias,",me,puede,1,1,1.0
me,puede,recuperar,1,1,1.0
puede,recuperar,por,1,1,1.0
recuperar,por,completo,1,1,1.0
por,completo,</s>,1,1,1.0
completo,</s>,<s>,1,1,1.0
</s>,<s>,Maestro,1,487,0.002053388090349076
<s>,Maestro,"Figueroa,",1,1,1.0
Maestro,"Figueroa,",mañana,1,1,1.0
"Figueroa,",mañana,puede,1,1,1.0
mañana,puede,llevar,1,1,1.0
puede,llevar,su,1,1,1.0
llevar,su,aparato,1,1,1.0
su,aparato,que,1,1,1.0
aparato,que,nos,1,1,1.0
que,nos,permite,1,2,0.5
nos,permite,mover,1,1,1.0
permite,mover,la,1,1,1.0
mover,la,presentación,1,1,1.0
la,presentación,a,1,5,0.2
presentación,a,"distancia,",1,1,1.0
a,"distancia,",por,1,1,1.0
"distancia,",por,favor?,1,1,1.0
<s>,Muchas,</s>,1,2,0.5
Muchas,</s>,<s>,1,1,1.0
</s>,<s>,gracias,1,487,0.002053388090349076
<s>,gracias,</s>,1,1,1.0
Hola,maestro,Desde,1,2,0.5
maestro,Desde,la,1,1,1.0
Desde,la,semana,1,1,1.0
la,semana,que,1,1,1.0
semana,que,me,1,1,1.0
que,me,"firmó,",1,9,0.1111111111111111
me,"firmó,",realicé,1,1,1.0
"firmó,",realicé,el,1,1,1.0
realicé,el,proceso,1,1,1.0
el,proceso,y,1,1,1.0
proceso,y,ya,1,1,1.0
y,ya,tengo,1,2,0.5
ya,tengo,mi,1,2,0.5
tengo,mi,carta,1,1,1.0
mi,carta,de,1,1,1.0
carta,de,término,1,1,1.0
de,término,e,1,1,1.0
término,e,hice,1,1,1.0
e,hice,los,1,1,1.0
hice,los,procesos,1,1,1.0
los,procesos,que,1,1,1.0
procesos,que,me,1,1,1.0
que,me,indicaron,1,9,0.1111111111111111
me,indicaron,ahí.,1,1,1.0
indicaron,ahí.,</s>,1,1,1.0
<s>,Ahorita,ya,1,2,0.5
Ahorita,ya,sería,1,1,1.0
ya,sería,esperar,1,1,1.0
sería,esperar,que,1,1,1.0
esperar,que,verifiquen,1,2,0.5
que,verifiquen,que,1,1,1.0
verifiquen,que,todo,1,2,0.5
que,todo,está,1,2,0.5
todo,está,bien,1,1,1.0
<s>,Buenas,tardes,1,13,0.07692307692307693
Buenas,tardes,maestro,1,1,1.0
tardes,maestro,Todo,1,1,1.0
maestro,Todo,bien,1,1,1.0
Todo,bien,muchas,1,1,1.0
bien,muchas,gracias,1,1,1.0
muchas,gracias,y,1,4,0.25
gracias,y,usted?,1,1,1.0
y,usted?,</s>,1,1,1.0
</s>,<s>,Todavía,1,487,0.002053388090349076
<s>,Todavía,tengo,1,1,1.0
Todavía,tengo,este,1,1,1.0
tengo,este,semestre,1,1,1.0
este,semestre,materias,1,3,0.3333333333333333
semestre,materias,Empezaría,1,1,1.0
materias,Empezaría,los,1,1,1.0
Empezaría,los,trámites,1,1,1.0
los,trámites,el,1,1,1.0
trámites,el,próximo,1,1,1.0
el,próximo,semestre,1,1,1.0
próximo,semestre,Pero,1,1,1.0
semestre,Pero,ya,1,1,1.0
Pero,ya,tengo,1,1,1.0
ya,tengo,todo,1,2,0.5
tengo,todo,solo,1,1,1.0
todo,solo,es,1,1,1.0
solo,es,acabar,1,1,1.0
es,acabar,este,1,1,1.0
acabar,este,semestre,1,1,1.0
este,semestre,</s>,1,3,0.3333333333333333
<s>,Ya,la,1,52,0.019230769230769232
Ya,la,realicé,1,1,1.0
la,realicé,Llevo,1,1,1.0
realicé,Llevo,trabajando,1,1,1.0
Llevo,trabajando,ya,1,1,1.0
trabajando,ya,tiempo,1,1,1.0
ya,tiempo,</s>,1,1,1.0
tiempo,</s>,<s>,1,1,1.0
<s>,Si,Ya,1,11,0.09090909090909091
Si,Ya,lo,1,1,1.0
Ya,lo,tengo,1,2,0.5
lo,tengo,registrado,1,2,0.5
tengo,registrado,en,1,1,1.0
registrado,en,mi,1,1,1.0
en,mi,SAES,1,1,1.0
mi,SAES,</s>,1,1,1.0
SAES,</s>,<s>,1,1,1.0
Hola,maestro,Claro,1,2,0.5
maestro,Claro,la,1,1,1.0
Claro,la,he,1,1,1.0
la,he,tenido,1,1,1.0
he,tenido,durante,1,1,1.0
tenido,durante,la,1,1,1.0
durante,la,"uni,",1,1,1.0
la,"uni,",tengo,1,1,1.0
"uni,",tengo,pensado,1,1,1.0
tengo,pensado,en,1,1,1.0
pensado,en,pedirla,1,1,1.0
en,pedirla,este,1,1,1.0
pedirla,este,semestre,1,1,1.0
este,semestre,también,1,3,0.3333333333333333
semestre,también,</s>,1,1,1.0
también,</s>,<s>,1,1,1.0
<s>,"No,",ese,1,15,0.06666666666666667
"No,",ese,monto,1,1,1.0
ese,monto,es,1,1,1.0
monto,es,por,1,1,1.0
es,por,semestre,1,1,1.0
semestre,y,luego,1,2,0.5
y,luego,se,1,1,1.0
luego,se,reválida,1,1,1.0
se,reválida,para,1,1,1.0
reválida,para,el,1,1,1.0
para,el,siguiente,1,1,1.0
el,siguiente,semestre,1,2,0.5
siguiente,semestre,</s>,1,1,1.0
<s>,"No,",sólo,1,15,0.06666666666666667
"No,",sólo,una,1,1,1.0
una,exhibición,</s>,1,2,0.5
exhibición,</s>,<s>,1,1,1.0
<s>,Si,todos,1,11,0.09090909090909091
Si,todos,los,1,1,1.0
todos,los,montos,1,2,0.5
los,montos,son,1,1,1.0
montos,son,sólo,1,1,1.0
son,sólo,una,1,1,1.0
una,exhibición,por,1,2,0.5
exhibición,por,semestre,1,1,1.0
semestre,y,la,1,2,0.5
y,la,beca,1,1,1.0
la,beca,BEIFI,1,1,1.0
beca,BEIFI,son,1,1,1.0
BEIFI,son,1400,1,1,1.0
son,1400,mensuales,1,1,1.0
1400,mensuales,por,1,1,1.0
mensuales,por,5,1,1,1.0
por,5,"meses,",1,1,1.0
5,"meses,",entonces,1,1,1.0
"meses,",entonces,son,1,1,1.0
entonces,son,7000,1,1,1.0
son,7000,por,1,1,1.0
7000,por,semestre,1,1,1.0
por,semestre,</s>,1,3,0.3333333333333333
<s>,Y,la,1,4,0.25
Y,la,BEIFI,1,1,1.0
la,BEIFI,es,1,1,1.0
BEIFI,es,compatible,1,1,1.0
es,compatible,con,1,1,1.0
compatible,con,todas,1,1,1.0
con,todas,las,1,1,1.0
todas,las,becas,1,2,0.5
las,becas,</s>,1,1,1.0
becas,</s>,<s>,1,1,1.0
<s>,Claro,maestro,1,2,0.5
Claro,maestro,Muchas,1,1,1.0
maestro,Muchas,gracias,1,1,1.0
Muchas,gracias,</s>,1,2,0.5
<s>,"Felicidades,",Ale.,1,3,0.3333333333333333
"Felicidades,",Ale.,</s>,1,1,1.0
</s>,<s>,¿Que,1,487,0.002053388090349076
<s>,¿Que,tal?,1,1,1.0
¿Que,tal?,¿Como,1,1,1.0
tal?,¿Como,van?,1,1,1.0
</s>,<s>,Tranqui,1,487,0.002053388090349076
<s>,Tranqui,por,1,1,1.0
Tranqui,por,acá.,1,1,1.0
por,acá.,</s>,1,1,1.0
</s>,<s>,Acabo,1,487,0.002053388090349076
<s>,Acabo,de,1,1,1.0
Acabo,de,regresar,1,1,1.0
de,regresar,del,1,1,1.0
regresar,del,basket.,1,1,1.0
del,basket.,</s>,1,1,1.0
basket.,</s>,<s>,1,1,1.0
</s>,<s>,¿Ya,1,487,0.002053388090349076
<s>,¿Ya,llegaron?,1,1,1.0
¿Ya,llegaron?,</s>,1,1,1.0
llegaron?,</s>,<s>,1,1,1.0
</s>,<s>,Nada,1,487,0.002053388090349076
<s>,Nada,más,1,1,1.0
Nada,más,estuvo,1,1,1.0
más,estuvo,el,1,1,1.0
estuvo,el,Gael,1,2,0.5
el,Gael,y,1,1,1.0
Gael,y,el,1,1,1.0
y,el,de,1,6,0.16666666666666666
el,de,gorrita.,1,1,1.0
de,gorrita.,</s>,1,1,1.0
gorrita.,</s>,<s>,1,1,1.0
<s>,"Hola,",familia.,1,7,0.14285714285714285
"Hola,",familia.,</s>,1,1,1.0
</s>,<s>,"Oigan,",1,487,0.002053388090349076
<s>,"Oigan,",¿tenemos,1,1,1.0
"Oigan,",¿tenemos,planes,1,1,1.0
¿tenemos,planes,para,1,1,1.0
planes,para,fin,1,1,1.0
para,fin,de,1,1,1.0
</s>,<s>,"Ahh,",1,487,0.002053388090349076
<s>,"Ahh,","bueno,",1,1,1.0
"Ahh,","bueno,","entonces,",1,1,1.0
"bueno,","entonces,","ma,",1,1,1.0
"entonces,","ma,",¿hay,1,1,1.0
"ma,",¿hay,problema,1,1,1.0
¿hay,problema,si,1,1,1.0
problema,si,me,1,1,1.0
si,me,voy,1,1,1.0
me,voy,con,1,1,1.0
voy,con,mi,1,1,1.0
con,mi,papá,1,1,1.0
mi,papá,el,1,1,1.0
papá,el,fin,1,1,1.0
el,fin,de,1,1,1.0
</s>,<s>,Eras,1,487,0.002053388090349076
<s>,Eras,"darks,",1,1,1.0
Eras,"darks,",ma.,1,1,1.0
"darks,",ma.,</s>,1,1,1.0
</s>,<s>,He,1,487,0.002053388090349076
<s>,He,estado,1,1,1.0
He,estado,yendo,1,1,1.0
estado,yendo,a,1,1,1.0
yendo,a,jugar,1,2,0.5
a,jugar,basket,1,1,1.0
jugar,basket,y,1,1,1.0
basket,y,trabajando,1,1,1.0
y,trabajando,en,1,1,1.0
en,el,"chatbot,",1,13,0.07692307692307693
el,"chatbot,",¿y,1,1,1.0
"chatbot,",¿y,ustedes?,1,1,1.0
¿y,ustedes?,</s>,1,1,1.0
ustedes?,</s>,<s>,1,1,1.0
<s>,"Uy,",que,1,2,0.5
