Term 1,Term 2,Term 3,frequency of trigram,frequency of context (bigram Term1 + Term2),probability of trigram
<s>,Te,amo,1,3,0.3333333333333333
Te,amo,"mucho,",1,1,1.0
amo,"mucho,",ma.,1,1,1.0
"mucho,",ma.,</s>,1,1,1.0
</s>,<s>,Tengan,1,487,0.002053388090349076
<s>,Tengan,un,1,1,1.0
Tengan,un,excelente,1,1,1.0
un,excelente,viaje.,1,1,1.0
excelente,viaje.,</s>,1,1,1.0
viaje.,</s>,<s>,1,1,1.0
</s>,<s>,Parece,1,487,0.002053388090349076
<s>,Parece,Pokémon,1,1,1.0
Parece,Pokémon,</s>,1,1,1.0
Pokémon,</s>,<s>,1,1,1.0
<s>,"Jajaja,",muy,1,15,0.06666666666666667
"Jajaja,",muy,bien.,1,1,1.0
<s>,"Jajaja,",Que,1,15,0.06666666666666667
"Jajaja,",Que,"Rico,",1,1,1.0
Que,"Rico,",del,1,1,1.0
"Rico,",del,mismo,1,1,1.0
del,mismo,lugar,1,1,1.0
mismo,lugar,de,1,1,1.0
lugar,de,DELFIN?,1,1,1.0
de,DELFIN?,</s>,1,1,1.0
DELFIN?,</s>,<s>,1,1,1.0
</s>,<s>,"Uff,",1,487,0.002053388090349076
<s>,"Uff,",Que,1,1,1.0
"Uff,",Que,bien,1,1,1.0
Que,bien,Que,1,5,0.2
bien,Que,todo,1,1,1.0
Que,todo,salió,1,1,1.0
todo,salió,bien.,1,1,1.0
salió,bien.,</s>,1,1,1.0
<s>,No,creo,1,3,0.3333333333333333
No,creo,ver,1,1,1.0
creo,ver,"Godzilla,",1,1,1.0
ver,"Godzilla,",jajaja.,1,1,1.0
"Godzilla,",jajaja.,</s>,1,1,1.0
<s>,Como,se,1,6,0.16666666666666666
se,la,están,1,7,0.14285714285714285
la,están,pasando?,1,2,0.5
están,pasando?,</s>,1,1,1.0
pasando?,</s>,<s>,1,1,1.0
</s>,<s>,Cuando,1,487,0.002053388090349076
<s>,Cuando,regresan,1,1,1.0
Cuando,regresan,a,1,1,1.0
regresan,a,la,1,1,1.0
a,la,CDMX?,1,14,0.07142857142857142
la,CDMX?,</s>,1,1,1.0
CDMX?,</s>,<s>,1,1,1.0
<s>,"Va,",pues,1,2,0.5
"Va,",pues,disfruten,1,1,1.0
pues,disfruten,y,1,1,1.0
disfruten,y,pásenla,1,1,1.0
y,pásenla,muy,1,1,1.0
pásenla,muy,bien.,1,1,1.0
<s>,Yo,hoy,1,6,0.16666666666666666
Yo,hoy,llego,1,1,1.0
hoy,llego,a,1,1,1.0
llego,a,las,1,1,1.0
a,las,11pm,1,9,0.1111111111111111
las,11pm,a,1,1,1.0
11pm,a,"CDMX,",1,1,1.0
a,"CDMX,",vamos,1,1,1.0
"CDMX,",vamos,directo,1,1,1.0
vamos,directo,al,1,1,1.0
directo,al,airbnb.,1,1,1.0
al,airbnb.,</s>,1,1,1.0
airbnb.,</s>,<s>,1,1,1.0
Que,"bien,",disfruten.,1,8,0.125
"bien,",disfruten.,</s>,1,1,1.0
disfruten.,</s>,<s>,1,1,1.0
<s>,Ya,aterrizamos.,1,52,0.019230769230769232
Ya,aterrizamos.,</s>,1,1,1.0
aterrizamos.,</s>,<s>,1,1,1.0
en,el,depto.,1,13,0.07692307692307693
el,depto.,</s>,1,1,1.0
depto.,</s>,<s>,1,1,1.0
en,la,barbaca.,1,16,0.0625
la,barbaca.,</s>,1,1,1.0
barbaca.,</s>,<s>,1,1,1.0
Ya,estamos,</s>,1,4,0.25
estamos,</s>,<s>,1,1,1.0
<s>,"Ma,",como,1,2,0.5
"Ma,",como,le,1,1,1.0
como,le,fue,1,1,1.0
le,fue,a,1,1,1.0
fue,a,Ale?,1,1,1.0
a,Ale?,</s>,1,1,1.0
Ale?,</s>,<s>,1,1,1.0
<s>,"Felicidades,",mi,1,3,0.3333333333333333
"Felicidades,",mi,Doc!,1,1,1.0
mi,Doc!,🎉🎉,1,1,1.0
Doc!,🎉🎉,</s>,1,1,1.0
🎉🎉,</s>,<s>,1,1,1.0
"Jajaja,",esta,bien,1,2,0.5
esta,bien,bonito,1,1,1.0
bien,bonito,</s>,1,1,1.0
bonito,</s>,<s>,1,1,1.0
Muy,bien,</s>,1,2,0.5
<s>,"Jajaja,",hasta,1,15,0.06666666666666667
"Jajaja,",hasta,ya,1,1,1.0
hasta,ya,pones,1,1,1.0
ya,pones,el,1,1,1.0
pones,el,hahaha,1,1,1.0
el,hahaha,americano,1,1,1.0
hahaha,americano,</s>,1,1,1.0
americano,</s>,<s>,1,1,1.0
<s>,"No,",eso,1,15,0.06666666666666667
"No,",eso,ya,1,1,1.0
eso,ya,"está,",1,2,0.5
ya,"está,",Ale.,1,1,1.0
"está,",Ale.,</s>,1,1,1.0
<s>,Ya,lo,1,52,0.019230769230769232
Ya,lo,intentamos,1,2,0.5
lo,intentamos,varias,1,1,1.0
intentamos,varias,veces,1,1,1.0
varias,veces,</s>,1,1,1.0
veces,</s>,<s>,1,1,1.0
<s>,"Jajaja,",a,1,15,0.06666666666666667
"Jajaja,",a,la,1,1,1.0
a,la,"verga,",1,14,0.07142857142857142
la,"verga,",que,1,1,1.0
"verga,",que,mala,1,1,1.0
que,mala,onda,1,1,1.0
mala,onda,</s>,1,1,1.0
onda,</s>,<s>,1,1,1.0
<s>,Igual,a,1,3,0.3333333333333333
Igual,a,</s>,1,1,1.0
a,</s>,<s>,1,1,1.0
</s>,<s>,mi,1,487,0.002053388090349076
<s>,mi,mamá,1,1,1.0
mi,mamá,</s>,1,1,1.0
</s>,<s>,Saludillos,1,487,0.002053388090349076
<s>,Saludillos,</s>,1,1,1.0
Saludillos,</s>,<s>,1,1,1.0
estamos,en,"camino,",1,4,0.25
en,"camino,",llegamos,1,1,1.0
"camino,",llegamos,a,1,1,1.0
llegamos,a,las,1,1,1.0
a,las,9,1,9,0.1111111111111111
las,9,</s>,1,1,1.0
9,</s>,<s>,1,1,1.0
</s>,<s>,Eje,1,487,0.002053388090349076
<s>,Eje,central,1,1,1.0
Eje,central,Lázaro,1,1,1.0
central,Lázaro,Cardenas,1,1,1.0
Lázaro,Cardenas,1040,1,1,1.0
Cardenas,1040,</s>,1,1,1.0
1040,</s>,<s>,1,1,1.0
</s>,<s>,6:30,1,487,0.002053388090349076
<s>,6:30,</s>,1,1,1.0
6:30,</s>,<s>,1,1,1.0
<s>,Ya,llegamos,1,52,0.019230769230769232
Ya,llegamos,</s>,1,1,1.0
llegamos,</s>,<s>,1,1,1.0
</s>,<s>,"Que,",1,487,0.002053388090349076
<s>,"Que,",como,1,1,1.0
"Que,",como,se,1,1,1.0
como,se,va,1,1,1.0
va,a,parecer,1,6,0.16666666666666666
a,parecer,a,1,1,1.0
parecer,a,ti?,1,1,1.0
a,ti?,</s>,1,1,1.0
ti?,</s>,<s>,1,1,1.0
</s>,<s>,Ese,1,487,0.002053388090349076
<s>,Ese,es,1,1,1.0
Ese,es,chino,1,1,1.0
es,chino,y,1,1,1.0
chino,y,deforme,1,1,1.0
y,deforme,</s>,1,1,1.0
deforme,</s>,<s>,1,1,1.0
<s>,Yo,unos,1,6,0.16666666666666666
Yo,unos,"nerds,",1,1,1.0
unos,"nerds,",por,1,1,1.0
"nerds,",por,"fa,",1,1,1.0
por,"fa,",Ale,1,1,1.0
"fa,",Ale,</s>,1,1,1.0
</s>,<s>,Los,1,487,0.002053388090349076
<s>,Los,chochitos,1,1,1.0
Los,chochitos,son,1,1,1.0
chochitos,son,los,1,1,1.0
son,los,chidos,1,3,0.3333333333333333
los,chidos,</s>,1,1,1.0
chidos,</s>,<s>,1,1,1.0
<s>,Muy,"chido,",1,6,0.16666666666666666
Muy,"chido,",Ale.,1,1,1.0
"chido,",Ale.,</s>,1,1,1.0
Que,bien,que,1,5,0.2
bien,que,pudiste,1,3,0.3333333333333333
que,pudiste,vivir,1,1,1.0
pudiste,vivir,</s>,1,1,1.0
vivir,</s>,<s>,1,1,1.0
</s>,<s>,eso,1,487,0.002053388090349076
<s>,eso,</s>,1,1,1.0
<s>,Ya,entre,1,52,0.019230769230769232
Ya,entre,sin,1,1,1.0
entre,sin,problema,1,1,1.0
<s>,Yo,creo,1,6,0.16666666666666666
Yo,creo,que,1,1,1.0
creo,que,despego,1,10,0.1
que,despego,en,1,1,1.0
despego,en,10,1,1,1.0
en,10,</s>,1,1,1.0
10,</s>,<s>,1,1,1.0
<s>,Ya,vamos,1,52,0.019230769230769232
Ya,vamos,a,1,1,1.0
a,la,pista,1,14,0.07142857142857142
la,pista,</s>,1,1,1.0
pista,</s>,<s>,1,1,1.0
<s>,Voy,camino,1,3,0.3333333333333333
Voy,camino,a,1,1,1.0
camino,a,migración,1,2,0.5
a,migración,</s>,1,1,1.0
migración,</s>,<s>,1,1,1.0
<s>,Hay,</s>,1,2,0.5
Hay,</s>,<s>,1,1,1.0
</s>,<s>,poca,1,487,0.002053388090349076
<s>,poca,</s>,1,1,1.0
poca,</s>,<s>,1,1,1.0
voy,para,afuera,1,3,0.3333333333333333
para,afuera,</s>,1,1,1.0
afuera,</s>,<s>,1,1,1.0
<s>,Ya,aborde,1,52,0.019230769230769232
Ya,aborde,el,1,1,1.0
aborde,el,avión,1,1,1.0
la,puerta,1,1,2,0.5
puerta,1,</s>,1,1,1.0
1,</s>,<s>,1,1,1.0
estamos,en,"casa,",1,4,0.25
en,"casa,",</s>,1,1,1.0
"casa,",</s>,<s>,1,1,1.0
"Jajaja,",esta,chistoso,1,2,0.5
esta,chistoso,ese,1,1,1.0
chistoso,ese,bebé,1,1,1.0
ese,bebé,</s>,1,1,1.0
bebé,</s>,<s>,1,1,1.0
voy,a,despegar,1,5,0.2
a,despegar,</s>,1,1,1.0
<s>,"Gracias,",ya,1,5,0.2
"Gracias,",ya,estoy,1,1,1.0
ya,estoy,en,1,3,0.3333333333333333
estoy,en,parís,1,7,0.14285714285714285
en,parís,</s>,1,1,1.0
parís,</s>,<s>,1,1,1.0
Ya,estoy,con,1,8,0.125
estoy,con,Vanni.,1,1,1.0
con,Vanni.,</s>,1,1,1.0
Vanni.,</s>,<s>,1,1,1.0
</s>,<s>,Estamos,1,487,0.002053388090349076
<s>,Estamos,camino,1,1,1.0
Estamos,camino,a,1,1,1.0
camino,a,su,1,2,0.5
a,su,casa,1,2,0.5
su,casa,</s>,1,1,1.0
<s>,Pásenla,muy,1,4,0.25
Pásenla,muy,bien,1,1,1.0
muy,bien,</s>,1,3,0.3333333333333333
<s>,Estoy,a,1,5,0.2
Estoy,a,dos,1,1,1.0
a,dos,horas,1,1,1.0
dos,horas,de,1,1,1.0
horas,de,despegar,1,1,1.0
de,despegar,</s>,1,1,1.0
Ya,estoy,camino,1,8,0.125
estoy,camino,"allá,",1,1,1.0
camino,"allá,",tienen,1,1,1.0
"allá,",tienen,internet,1,1,1.0
tienen,internet,para,1,1,1.0
internet,para,mensajes,1,1,1.0
para,mensajes,gratis,1,1,1.0
mensajes,gratis,</s>,1,1,1.0
gratis,</s>,<s>,1,1,1.0
Estoy,en,"KLM,",1,3,0.3333333333333333
en,"KLM,",es,1,1,1.0
"KLM,",es,bueno,1,1,1.0
es,bueno,ehh.,1,1,1.0
bueno,ehh.,</s>,1,1,1.0
ehh.,</s>,<s>,1,1,1.0
<s>,Te,dan,1,3,0.3333333333333333
Te,dan,botellita,1,1,1.0
dan,botellita,de,1,1,1.0
botellita,de,agua,1,1,1.0
de,agua,y,1,1,1.0
agua,y,una,1,1,1.0
y,una,toallitas,1,1,1.0
una,toallitas,húmeda,1,1,1.0
toallitas,húmeda,al,1,1,1.0
húmeda,al,principio.,1,1,1.0
al,principio.,</s>,1,1,1.0
principio.,</s>,<s>,1,1,1.0
<s>,Y,tienen,1,4,0.25
Y,tienen,un,1,1,1.0
tienen,un,buen,1,1,1.0
un,buen,de,1,2,0.5
buen,de,películas,1,1,1.0
de,películas,buenas.,1,1,1.0
películas,buenas.,</s>,1,1,1.0
buenas.,</s>,<s>,1,1,1.0
<s>,El,espacio,1,2,0.5
El,espacio,creo,1,1,1.0
espacio,creo,que,1,1,1.0
creo,que,está,1,10,0.1
que,está,bien,1,1,1.0
<s>,"Ma,",aterrizo,1,2,0.5
"Ma,",aterrizo,en,1,1,1.0
aterrizo,en,23,1,1,1.0
en,23,min,1,1,1.0
23,min,</s>,1,1,1.0
min,</s>,<s>,1,1,1.0
</s>,<s>,Cuanto,1,487,0.002053388090349076
<s>,Cuanto,te,1,1,1.0
Cuanto,te,haces?,1,1,1.0
te,haces?,</s>,1,1,1.0
haces?,</s>,<s>,1,1,1.0
<s>,Entonces,cuando,1,5,0.2
Entonces,cuando,</s>,1,1,1.0
cuando,</s>,<s>,1,1,1.0
</s>,<s>,aterricé,1,487,0.002053388090349076
<s>,aterricé,</s>,1,1,1.0
</s>,<s>,Listooo,1,487,0.002053388090349076
<s>,Listooo,Saque,1,1,1.0
Listooo,Saque,10,1,1,1.0
Saque,10,en,1,1,1.0
10,en,el,1,2,0.5
en,el,TT,1,13,0.07692307692307693
el,TT,</s>,1,1,1.0
TT,</s>,<s>,1,1,1.0
<s>,Gracias,Ale,1,5,0.2
Gracias,Ale,</s>,1,1,1.0
<s>,Ando,viendo,1,2,0.5
Ando,viendo,pero,1,1,1.0
viendo,pero,todavía,1,1,1.0
pero,todavía,no,1,1,1.0
todavía,no,se,1,1,1.0
no,se,hace,1,4,0.25
se,hace,nada,1,1,1.0
hace,nada,</s>,1,1,1.0
nada,</s>,<s>,1,1,1.0
<s>,"Va,",ma,1,2,0.5
"Va,",ma,En,1,1,1.0
ma,En,cuanto,1,1,1.0
En,cuanto,llegues,1,1,1.0
cuanto,llegues,a,1,1,1.0
llegues,a,casa,1,1,1.0
a,casa,nos,1,2,0.5
casa,nos,vamos,1,1,1.0
nos,vamos,al,1,1,1.0
vamos,al,Chili’s,1,1,1.0
al,Chili’s,</s>,1,1,1.0
Chili’s,</s>,<s>,1,1,1.0
Que,bien,Ale,1,5,0.2
bien,Ale,Pásenla,1,2,0.5
Ale,Pásenla,chido,1,1,1.0
Pásenla,chido,</s>,1,1,1.0
</s>,<s>,Pasala,1,487,0.002053388090349076
<s>,Pasala,muy,1,1,1.0
Pasala,muy,bien,1,1,1.0
<s>,Jajaja,muy,1,4,0.25
Jajaja,muy,bien,1,1,1.0
<s>,Jajaja,ay,1,4,0.25
Jajaja,ay,ma,1,1,1.0
ay,ma,</s>,1,1,1.0
</s>,<s>,yo,1,487,0.002053388090349076
<s>,yo,les,1,1,1.0
yo,les,recomendaría,1,1,1.0
les,recomendaría,ver,1,1,1.0
recomendaría,ver,en,1,1,1.0
ver,en,booking,1,2,0.5
en,booking,y,1,1,1.0
booking,y,comparar,1,1,1.0
y,comparar,los,1,1,1.0
comparar,los,precios,1,1,1.0
los,precios,en,1,1,1.0
precios,en,las,1,1,1.0
en,las,paginas,1,2,0.5
las,paginas,de,1,1,1.0
paginas,de,las,1,1,1.0
de,las,compañías,1,6,0.16666666666666666
las,compañías,</s>,1,1,1.0
compañías,</s>,<s>,1,1,1.0
</s>,<s>,Quien,1,487,0.002053388090349076
<s>,Quien,es,1,1,1.0
Quien,es,</s>,1,1,1.0
es,</s>,<s>,1,1,1.0
</s>,<s>,Ohhh,1,487,0.002053388090349076
<s>,Ohhh,disfruta,1,1,1.0
Ohhh,disfruta,mucho,1,1,1.0
disfruta,mucho,</s>,1,1,1.0
mucho,</s>,<s>,1,1,1.0
Que,bien,</s>,1,5,0.2
<s>,Ale,Disfruta,1,3,0.3333333333333333
Ale,Disfruta,</s>,1,1,1.0
Disfruta,</s>,<s>,1,1,1.0
<s>,Me,voy,1,4,0.25
Me,voy,hasta,1,1,1.0
voy,hasta,la,1,1,1.0
hasta,la,1,1,2,0.5
la,1,al,1,3,0.3333333333333333
1,al,ato,1,1,1.0
al,ato,</s>,1,1,1.0
ato,</s>,<s>,1,1,1.0
<s>,"No,",ando,1,15,0.06666666666666667
"No,",ando,la,1,1,1.0
ando,la,copa,1,1,1.0
la,copa,America,1,1,1.0
copa,America,</s>,1,1,1.0
America,</s>,<s>,1,1,1.0
en,el,avión,1,13,0.07692307692307693
<s>,Gracias,ma,1,5,0.2
Gracias,ma,</s>,1,1,1.0
</s>,<s>,Bien,1,487,0.002053388090349076
<s>,Bien,ando,1,1,1.0
Bien,ando,en,1,1,1.0
ando,en,Turquía,1,2,0.5
en,Turquía,</s>,1,1,1.0
Turquía,</s>,<s>,1,1,1.0
llegue,a,Berlín,1,3,0.3333333333333333
a,Berlín,</s>,1,1,1.0
Berlín,</s>,<s>,1,1,1.0
<s>,Jajaja,así,1,4,0.25
Jajaja,así,le,1,1,1.0
así,le,hace,1,1,1.0
le,hace,la,1,1,1.0
hace,la,mamá,1,2,0.5
la,mamá,</s>,1,1,1.0
</s>,<s>,Seeeeh,1,487,0.002053388090349076
<s>,Seeeeh,🤨😅,1,1,1.0
Seeeeh,🤨😅,</s>,1,1,1.0
🤨😅,</s>,<s>,1,1,1.0
<s>,Uff,que,1,2,0.5
Uff,que,bien,1,1,1.0
que,bien,ma,1,4,0.25
bien,ma,Me,1,4,0.25
ma,Me,da,1,1,1.0
Me,da,gusto,1,1,1.0
da,gusto,Como,1,1,1.0
gusto,Como,estuvo,1,1,1.0
Como,estuvo,el,1,1,1.0
estuvo,el,vuelo?,1,2,0.5
el,vuelo?,</s>,1,1,1.0
vuelo?,</s>,<s>,1,1,1.0
Que,bien,ma,1,5,0.2
bien,ma,Ya,1,4,0.25
ma,Ya,están,1,1,1.0
Ya,están,en,1,3,0.3333333333333333
están,en,su,1,2,0.5
en,su,airbnb?,1,7,0.14285714285714285
su,airbnb?,</s>,1,1,1.0
airbnb?,</s>,<s>,1,1,1.0
</s>,<s>,Pudieron,1,487,0.002053388090349076
<s>,Pudieron,comprar,1,1,1.0
Pudieron,comprar,la,1,1,1.0
comprar,la,sim,1,1,1.0
la,sim,card?,1,1,1.0
sim,card?,</s>,1,1,1.0
card?,</s>,<s>,1,1,1.0
<s>,Ok,ma,1,5,0.2
Ok,ma,Descansen,1,1,1.0
ma,Descansen,y,1,1,1.0
Descansen,y,duerman,1,1,1.0
y,duerman,mucho,1,1,1.0
duerman,mucho,Disfruten,1,1,1.0
mucho,Disfruten,mucho,1,1,1.0
Disfruten,mucho,de,1,1,1.0
mucho,de,su,1,1,1.0
de,su,viaje,1,2,0.5
su,viaje,</s>,1,1,1.0
<s>,Uff,Que,1,2,0.5
Uff,Que,"bien,",1,1,1.0
Que,"bien,",se,1,8,0.125
"bien,",se,ve,1,1,1.0
se,ve,que,1,2,0.5
ve,que,la,1,1,1.0
que,la,están,1,4,0.25
la,están,pasando,1,2,0.5
están,pasando,bien,1,1,1.0
pasando,bien,Como,1,1,1.0
bien,Como,están?,1,1,1.0
Como,están?,</s>,1,1,1.0
</s>,<s>,Ohh,1,487,0.002053388090349076
<s>,Ohh,mira,1,1,1.0
Ohh,mira,se,1,1,1.0
mira,se,ve,1,1,1.0
se,ve,chido,1,2,0.5
ve,chido,Como,1,1,1.0
chido,Como,se,1,1,1.0
<s>,Jajaja,que,1,4,0.25
Jajaja,que,bien,1,1,1.0
bien,que,bien,1,3,0.3333333333333333
que,bien,ya,1,4,0.25
bien,ya,me,1,1,1.0
ya,me,contarán,1,1,1.0
me,contarán,que,1,1,1.0
contarán,que,les,1,1,1.0
que,les,paso,1,1,1.0
les,paso,</s>,1,1,1.0
paso,</s>,<s>,1,1,1.0
</s>,<s>,"Fam,",1,487,0.002053388090349076
<s>,"Fam,",el,1,1,1.0
"Fam,",el,miércoles,1,1,1.0
el,miércoles,que,1,1,1.0
miércoles,que,"lleguen,",1,1,1.0
que,"lleguen,",nos,1,1,1.0
"lleguen,",nos,podemos,1,1,1.0
nos,podemos,quedar,1,1,1.0
podemos,quedar,Vanni,1,1,1.0
quedar,Vanni,y,1,1,1.0
Vanni,y,yo,1,1,1.0
y,yo,en,1,2,0.5
yo,en,su,1,1,1.0
en,su,Airbnb?,1,7,0.14285714285714285
su,Airbnb?,</s>,1,1,1.0
Airbnb?,</s>,<s>,1,1,1.0
<s>,Pero,podemos,1,4,0.25
Pero,podemos,dormir,1,1,1.0
podemos,dormir,en,1,1,1.0
dormir,en,"esa,",1,1,1.0
en,"esa,",habría,1,1,1.0
"esa,",habría,problema?,1,1,1.0
habría,problema?,</s>,1,1,1.0
problema?,</s>,<s>,1,1,1.0
</s>,<s>,Vale,1,487,0.002053388090349076
<s>,Vale,gracias,1,1,1.0
Vale,gracias,Ale,1,1,1.0
gracias,Ale,</s>,1,2,0.5
</s>,<s>,Mándenme,1,487,0.002053388090349076
<s>,Mándenme,su,1,1,1.0
Mándenme,su,itinerario,1,1,1.0
su,itinerario,de,1,1,1.0
itinerario,de,vuelo,1,1,1.0
de,vuelo,</s>,1,1,1.0
vuelo,</s>,<s>,1,1,1.0
muchas,gracias,Ale,1,4,0.25
gracias,Ale,Aquí,1,2,0.5
Ale,Aquí,los,1,1,1.0
Aquí,los,esperamos,1,1,1.0
los,esperamos,Muy,1,1,1.0
esperamos,Muy,buenas,1,1,1.0
Muy,buenas,fotos,1,1,1.0
buenas,fotos,</s>,1,1,1.0
fotos,</s>,<s>,1,1,1.0
<s>,Ok,Ale,1,5,0.2
Ok,Ale,sin,1,1,1.0
Ale,sin,problema,1,1,1.0
<s>,Que,tengan,1,16,0.0625
Que,tengan,buen,1,1,1.0
tengan,buen,viaje,1,1,1.0
buen,viaje,</s>,1,1,1.0
<s>,Como,van?,1,6,0.16666666666666666
Como,van?,</s>,1,1,1.0
estoy,en,la,1,7,0.14285714285714285
la,puerta,para,1,2,0.5
puerta,para,ir,1,1,1.0
para,ir,a,1,1,1.0
ir,a,"Estambul,",1,3,0.3333333333333333
a,"Estambul,",</s>,1,1,1.0
"Estambul,",</s>,<s>,1,1,1.0
</s>,<s>,puede,1,487,0.002053388090349076
<s>,puede,que,1,1,1.0
puede,que,pierda,1,1,1.0
que,pierda,el,1,1,1.0
pierda,el,vuelo,1,1,1.0
el,vuelo,a,1,2,0.5
a,Mexico,porque,1,3,0.3333333333333333
Mexico,porque,se,1,1,1.0
porque,se,atraso,1,1,1.0
se,atraso,el,1,1,1.0
atraso,el,vuelo,1,1,1.0
el,vuelo,y,1,2,0.5
vuelo,y,sólo,1,2,0.5
y,sólo,tengo,1,1,1.0
sólo,tengo,1:30,1,1,1.0
tengo,1:30,de,1,1,1.0
1:30,de,espacio,1,1,1.0
de,espacio,entre,1,1,1.0
espacio,entre,un,1,1,1.0
entre,un,vuelo,1,1,1.0
un,vuelo,y,1,1,1.0
vuelo,y,el,1,2,0.5
el,otro,</s>,1,2,0.5
otro,</s>,<s>,1,1,1.0
</s>,<s>,Pues,1,487,0.002053388090349076
<s>,Pues,esperar,1,1,1.0
Pues,esperar,que,1,1,1.0
esperar,que,me,1,2,0.5
que,me,pongan,1,9,0.1111111111111111
me,pongan,en,1,1,1.0
pongan,en,el,1,1,1.0
en,el,siguiente,1,13,0.07692307692307693
el,siguiente,vuelo,1,2,0.5
siguiente,vuelo,a,1,1,1.0
a,Mexico,o,1,3,0.3333333333333333
Mexico,o,ya,1,1,1.0
o,ya,veré,1,1,1.0
ya,veré,qué,1,1,1.0
veré,qué,hacer,1,1,1.0
qué,hacer,</s>,1,1,1.0
hacer,</s>,<s>,1,1,1.0
<s>,Si,ma,1,11,0.09090909090909091
Si,ma,no,1,1,1.0
ma,no,te,1,1,1.0
no,te,preocupes,1,2,0.5
te,preocupes,Gracias,1,1,1.0
preocupes,Gracias,</s>,1,1,1.0
Gracias,</s>,<s>,1,1,1.0
llegue,a,Mexico,1,3,0.3333333333333333
a,Mexico,Tuve,1,3,0.3333333333333333
Mexico,Tuve,que,1,1,1.0
Tuve,que,correrle,1,1,1.0
que,correrle,bien,1,1,1.0
correrle,bien,fuerte,1,1,1.0
bien,fuerte,pa,1,1,1.0
fuerte,pa,llegar,1,1,1.0
pa,llegar,al,1,1,1.0
llegar,al,avión,1,1,1.0
al,avión,quede,1,1,1.0
avión,quede,todo,1,1,1.0
quede,todo,sudado,1,1,1.0
todo,sudado,</s>,1,1,1.0
sudado,</s>,<s>,1,1,1.0
voy,a,casa,1,5,0.2
a,casa,</s>,1,2,0.5
Muy,bien,Ale,1,2,0.5
bien,Ale,Te,1,2,0.5
Ale,Te,ves,1,1,1.0
Te,ves,muy,1,1,1.0
ves,muy,chido,1,1,1.0
muy,chido,</s>,1,1,1.0
</s>,<s>,Mi,1,487,0.002053388090349076
<s>,Mi,ma,1,1,1.0
Mi,ma,está,1,1,1.0
ma,está,fuera,1,1,1.0
está,fuera,</s>,1,1,1.0
fuera,</s>,<s>,1,1,1.0
</s>,<s>,Están,1,487,0.002053388090349076
<s>,Están,buenas,1,1,1.0
Están,buenas,jajaja,1,1,1.0
buenas,jajaja,</s>,1,1,1.0
