Term 1,Term 2,Term 3,frequency of trigram,frequency of context (bigram Term1 + Term2),probability of trigram
no,sé,</s>,1,1,1.0
sé,</s>,<s>,1,1,1.0
<s>,Si,me,1,69,0.014492753623188406
Si,me,siento,1,1,1.0
me,siento,mal,1,1,1.0
siento,mal,</s>,1,1,1.0
mal,</s>,<s>,1,1,1.0
<s>,Ahorita,le,1,2,0.5
Ahorita,le,hablo,1,1,1.0
le,hablo,</s>,1,2,0.5
hablo,</s>,<s>,1,1,1.0
<s>,Ya,nos,1,12,0.08333333333333333
Ya,nos,vamos,1,1,1.0
nos,vamos,mimi,1,1,1.0
vamos,mimi,</s>,1,1,1.0
</s>,<s>,"No,",1,395,0.002531645569620253
<s>,"No,",porque,1,1,1.0
"No,",porque,el,1,1,1.0
porque,el,niño,1,1,1.0
el,niño,cuando,1,2,0.5
niño,cuando,puso,1,1,1.0
cuando,puso,que,1,1,1.0
puso,que,ya,1,1,1.0
que,ya,salio,1,3,0.3333333333333333
ya,salio,</s>,1,1,1.0
salio,</s>,<s>,1,1,1.0
<s>,El,niño,1,2,0.5
El,niño,ya,1,1,1.0
niño,ya,iba,1,1,1.0
ya,iba,en,1,1,1.0
iba,en,la,1,1,1.0
en,la,raza,1,13,0.07692307692307693
la,raza,</s>,1,1,1.0
raza,</s>,<s>,1,1,1.0
<s>,Entonces,nos,1,4,0.25
Entonces,nos,gano,1,1,1.0
nos,gano,</s>,1,1,1.0
gano,</s>,<s>,1,1,1.0
<s>,Ya,fui,1,12,0.08333333333333333
Ya,fui,al,1,1,1.0
fui,al,doctor,1,1,1.0
al,doctor,mimi,1,1,1.0
doctor,mimi,</s>,1,1,1.0
<s>,Mimi,puede,1,4,0.25
Mimi,puede,ir,1,1,1.0
puede,ir,Axel,1,1,1.0
ir,Axel,al,1,2,0.5
Axel,al,rato,1,1,1.0
al,rato,por,1,2,0.5
rato,por,un,1,1,1.0
por,un,pozole?,1,1,1.0
un,pozole?,</s>,1,1,1.0
pozole?,</s>,<s>,1,1,1.0
<s>,Ya,vamos,1,12,0.08333333333333333
Ya,vamos,para,1,1,1.0
vamos,para,la,1,2,0.5
para,la,casa,1,5,0.2
Ya,estamos,afuera,1,2,0.5
estamos,afuera,mimi,1,1,1.0
afuera,mimi,</s>,1,1,1.0
<s>,Mimi,ya,1,4,0.25
Mimi,ya,me,1,1,1.0
ya,me,mandaron,1,2,0.5
me,mandaron,la,1,1,1.0
mandaron,la,información,1,2,0.5
la,información,de,1,2,0.5
información,de,mi,1,1,1.0
de,mi,pago,1,4,0.25
mi,pago,de,1,1,1.0
pago,de,inglés,1,1,1.0
de,inglés,</s>,1,1,1.0
<s>,Se,te,1,2,0.5
Se,te,hacen,1,1,1.0
te,hacen,bonitos,1,1,1.0
hacen,bonitos,mimi?,1,1,1.0
bonitos,mimi?,</s>,1,1,1.0
<s>,O,estos?,1,4,0.25
O,estos?,</s>,1,1,1.0
estos?,</s>,<s>,1,1,1.0
<s>,Si,"mimi,",1,69,0.014492753623188406
Si,"mimi,",pero,1,1,1.0
"mimi,",pero,quería,1,1,1.0
pero,quería,ver,1,1,1.0
quería,ver,que,1,1,1.0
ver,que,opinabas,1,2,0.5
que,opinabas,😊,1,1,1.0
opinabas,😊,</s>,1,1,1.0
😊,</s>,<s>,1,1,1.0
<s>,Ya,se,1,12,0.08333333333333333
Ya,se,fue,1,1,1.0
se,fue,el,1,1,1.0
fue,el,niño,1,2,0.5
el,niño,mimi,1,2,0.5
niño,mimi,</s>,1,1,1.0
<s>,Que,comeremos,1,6,0.16666666666666666
Que,comeremos,nosotras,1,1,1.0
comeremos,nosotras,mimi?,1,1,1.0
nosotras,mimi?,</s>,1,1,1.0
<s>,Si,ya,1,69,0.014492753623188406
Si,ya,vi,1,1,1.0
ya,vi,mimi,1,2,0.5
vi,mimi,😒,1,1,1.0
mimi,😒,</s>,1,1,1.0
😒,</s>,<s>,1,1,1.0
</s>,<s>,Ni,1,395,0.002531645569620253
<s>,Ni,idea,1,1,1.0
Ni,idea,bonita,1,1,1.0
idea,bonita,</s>,1,1,1.0
no,se,me,1,2,0.5
se,me,ocurre,1,1,1.0
me,ocurre,algo,1,1,1.0
ocurre,algo,mimi,1,1,1.0
algo,mimi,🫢,1,1,1.0
mimi,🫢,</s>,1,1,1.0
Es,que,también,1,12,0.08333333333333333
que,también,ya,1,2,0.5
también,ya,sabes,1,2,0.5
ya,sabes,que,1,1,1.0
sabes,que,no,1,1,1.0
no,hay,elevador,1,2,0.5
hay,elevador,</s>,1,1,1.0
elevador,</s>,<s>,1,1,1.0
Y,si,estoy,1,2,0.5
si,estoy,algo,1,1,1.0
estoy,algo,cansada,1,1,1.0
algo,cansada,</s>,1,1,1.0
cansada,</s>,<s>,1,1,1.0
</s>,<s>,Quieres,1,395,0.002531645569620253
<s>,Quieres,que,1,1,1.0
Quieres,que,vea,1,1,1.0
que,vea,si,1,1,1.0
vea,si,pedimos,1,1,1.0
si,pedimos,algo?,1,1,1.0
pedimos,algo?,</s>,1,1,1.0
Si,mimi,😂,1,26,0.038461538461538464
mimi,😂,</s>,1,1,1.0
Si,mimi,tienes,1,26,0.038461538461538464
mimi,tienes,razón,1,1,1.0
tienes,razón,</s>,1,1,1.0
razón,</s>,<s>,1,1,1.0
<s>,No,me,1,10,0.1
No,me,habían,1,1,1.0
me,habían,llegado,1,1,1.0
habían,llegado,</s>,1,1,1.0
llegado,</s>,<s>,1,1,1.0
<s>,Gachas,💖,1,7,0.14285714285714285
Gachas,💖,</s>,1,1,1.0
<s>,Al,final,1,2,0.5
Al,final,cual,1,1,1.0
final,cual,conectaste,1,1,1.0
cual,conectaste,ahora,1,1,1.0
conectaste,ahora,como,1,1,1.0
ahora,como,Bluetooth?,1,1,1.0
como,Bluetooth?,</s>,1,1,1.0
Bluetooth?,</s>,<s>,1,1,1.0
Si,mimi,el,1,26,0.038461538461538464
mimi,el,teclado,1,1,1.0
el,teclado,quedo,1,1,1.0
teclado,quedo,Bluetooth,1,1,1.0
quedo,Bluetooth,</s>,1,1,1.0
</s>,<s>,Lo,1,395,0.002531645569620253
<s>,Lo,bueno,1,1,1.0
Lo,bueno,es,1,1,1.0
que,si,funciona,1,9,0.1111111111111111
si,funciona,todo,1,1,1.0
funciona,todo,</s>,1,1,1.0
todo,</s>,<s>,1,1,1.0
</s>,<s>,Aquí,1,395,0.002531645569620253
<s>,Aquí,estoy,1,1,1.0
Aquí,estoy,en,1,1,1.0
estoy,en,el,1,1,1.0
en,el,inglés,1,5,0.2
el,inglés,</s>,1,1,1.0
<s>,Porque,apenas,1,8,0.125
Porque,apenas,avisaron,1,1,1.0
apenas,avisaron,eso,1,1,1.0
avisaron,eso,anoche,1,1,1.0
eso,anoche,mimi,1,1,1.0
anoche,mimi,</s>,1,1,1.0
<s>,No,dejaste,1,10,0.1
No,dejaste,la,1,1,1.0
dejaste,la,ropa,1,1,1.0
la,ropa,verdad,1,1,1.0
ropa,verdad,mimi?,1,1,1.0
verdad,mimi?,</s>,1,1,1.0
mimi,ahorita,las,1,2,0.5
ahorita,las,metemos,1,1,1.0
las,metemos,</s>,1,1,1.0
metemos,</s>,<s>,1,1,1.0
</s>,<s>,Sigue,1,395,0.002531645569620253
<s>,Sigue,sin,1,1,1.0
Sigue,sin,llenar,1,1,1.0
sin,llenar,mimi,1,1,1.0
llenar,mimi,</s>,1,1,1.0
<s>,Yo,creo,1,6,0.16666666666666666
Yo,creo,que,1,1,1.0
creo,que,si,1,6,0.16666666666666666
que,si,mimi,1,9,0.1111111111111111
<s>,Para,empezar,1,5,0.2
Para,empezar,a,1,1,1.0
empezar,a,lavar,1,1,1.0
a,lavar,si,1,1,1.0
lavar,si,</s>,1,1,1.0
<s>,Pero,para,1,13,0.07692307692307693
Pero,para,enjuagar,1,1,1.0
para,enjuagar,no,1,1,1.0
enjuagar,no,</s>,1,1,1.0
<s>,Pero,es,1,13,0.07692307692307693
Pero,es,que,1,1,1.0
es,que,ya,1,12,0.08333333333333333
que,ya,no,1,3,0.3333333333333333
ya,no,tengo,1,5,0.2
no,tengo,datos,1,1,1.0
<s>,Y,acompañe,1,10,0.1
Y,acompañe,a,1,1,1.0
acompañe,a,beto,1,1,1.0
a,beto,a,1,1,1.0
beto,a,cortarse,1,1,1.0
a,cortarse,el,1,1,1.0
cortarse,el,cabello,1,1,1.0
el,cabello,</s>,1,1,1.0
cabello,</s>,<s>,1,1,1.0
<s>,Ya,ya,1,12,0.08333333333333333
Ya,ya,tengo,1,1,1.0
ya,tengo,datos,1,3,0.3333333333333333
<s>,Te,mando,1,2,0.5
Te,mando,cuales?,1,1,1.0
mando,cuales?,</s>,1,1,1.0
cuales?,</s>,<s>,1,1,1.0
<s>,Voy,mimi,1,3,0.3333333333333333
Voy,mimi,</s>,1,1,1.0
Ah,no,pensé,1,2,0.5
no,pensé,que,1,1,1.0
pensé,que,para,1,2,0.5
para,la,fiesta,1,5,0.2
la,fiesta,</s>,1,2,0.5
fiesta,</s>,<s>,1,1,1.0
<s>,Para,la,1,5,0.2
Para,la,foto,1,1,1.0
la,foto,si,1,4,0.25
foto,si,me,1,1,1.0
si,me,podría,1,3,0.3333333333333333
me,podría,peinar,1,1,1.0
podría,peinar,yo,1,1,1.0
peinar,yo,mimi,1,1,1.0
yo,mimi,</s>,1,1,1.0
<s>,O,si,1,4,0.25
O,si,te,1,1,1.0
si,te,van,1,1,1.0
te,van,a,1,1,1.0
van,a,peinar,1,1,1.0
a,peinar,para,1,1,1.0
peinar,para,la,1,1,1.0
para,la,foto?,1,5,0.2
la,foto?,</s>,1,1,1.0
foto?,</s>,<s>,1,1,1.0
Ah,no,mimi,1,2,0.5
<s>,Yo,digo,1,6,0.16666666666666666
Yo,digo,que,1,1,1.0
digo,que,para,1,1,1.0
para,la,foto,1,5,0.2
la,foto,no,1,4,0.25
foto,no,hace,1,1,1.0
no,hace,falta,1,1,1.0
hace,falta,mimi,1,1,1.0
falta,mimi,</s>,1,1,1.0
</s>,<s>,Deja,1,395,0.002531645569620253
<s>,Deja,veo,1,1,1.0
Deja,veo,uno,1,1,1.0
veo,uno,</s>,1,1,1.0
uno,</s>,<s>,1,1,1.0
<s>,Y,tendría,1,10,0.1
Y,tendría,que,1,1,1.0
tendría,que,ir,1,1,1.0
que,ir,temprano,1,1,1.0
ir,temprano,la,1,1,1.0
temprano,la,chava,1,1,1.0
la,chava,no,1,1,1.0
chava,no,mimi?,1,1,1.0
no,mimi?,</s>,1,1,1.0
Si,no,mejor,1,6,0.16666666666666666
no,mejor,si,1,1,1.0
mejor,si,yo,1,1,1.0
si,yo,lo,1,1,1.0
yo,lo,hago,1,1,1.0
lo,hago,mimi,1,1,1.0
hago,mimi,</s>,1,1,1.0
<s>,Porque,tal,1,8,0.125
Porque,tal,vez,1,1,1.0
tal,vez,no,1,2,0.5
vez,no,da,1,1,1.0
no,da,tiempo,1,1,1.0
da,tiempo,</s>,1,1,1.0
tiempo,</s>,<s>,1,1,1.0
que,si,quedo,1,9,0.1111111111111111
si,quedo,la,1,1,1.0
quedo,la,cita,1,1,1.0
la,cita,de,1,2,0.5
cita,de,la,1,1,1.0
de,la,foto,1,5,0.2
la,foto,muy,1,4,0.25
foto,muy,temprano,1,1,1.0
muy,temprano,</s>,1,1,1.0
temprano,</s>,<s>,1,1,1.0
<s>,Si,peina,1,69,0.014492753623188406
Si,peina,bonito,1,1,1.0
peina,bonito,</s>,1,1,1.0
<s>,Pues,entocnes,1,13,0.07692307692307693
Pues,entocnes,si,1,1,1.0
entocnes,si,mejor,1,1,1.0
si,mejor,para,1,1,1.0
mejor,para,el,1,1,1.0
para,el,peinado,1,3,0.3333333333333333
el,peinado,de,1,1,1.0
peinado,de,la,1,1,1.0
de,la,fiesta,1,5,0.2
la,fiesta,de,1,2,0.5
fiesta,de,graduación,1,1,1.0
de,graduación,mimi,1,1,1.0
graduación,mimi,</s>,1,1,1.0
Es,que,crees,1,12,0.08333333333333333
que,crees,que,1,1,1.0
crees,que,si,1,2,0.5
que,si,de,1,9,0.1111111111111111
si,de,tiempo,1,1,1.0
de,tiempo,mimi?,1,1,1.0
tiempo,mimi?,</s>,1,1,1.0
Pues,si,eso,1,2,0.5
si,eso,si,1,1,1.0
eso,si,mimi,1,1,1.0
A,las,11:30,1,3,0.3333333333333333
las,11:30,en,1,1,1.0
11:30,en,la,1,1,1.0
en,la,Jardin,1,13,0.07692307692307693
la,Jardin,Balbuena,1,1,1.0
Jardin,Balbuena,</s>,1,1,1.0
Balbuena,</s>,<s>,1,1,1.0
</s>,<s>,Hijole,1,395,0.002531645569620253
<s>,Hijole,🫢,1,1,1.0
Hijole,🫢,</s>,1,1,1.0
No,pues,esta,1,2,0.5
pues,esta,bien,1,1,1.0
<s>,Me,baño,1,4,0.25
Me,baño,en,1,1,1.0
baño,en,la,1,1,1.0
la,noche,</s>,1,3,0.3333333333333333
noche,</s>,<s>,1,1,1.0
Si,mimi,gachas,1,26,0.038461538461538464
<s>,Voy,a,1,3,0.3333333333333333
Voy,a,comer,1,1,1.0
a,comer,en,1,1,1.0
comer,en,la,1,1,1.0
en,la,plaza,1,13,0.07692307692307693
la,plaza,</s>,1,2,0.5
plaza,</s>,<s>,1,1,1.0
<s>,Por,que,1,5,0.2
Por,que,bonita?,1,1,1.0
que,bonita?,</s>,1,1,1.0
<s>,Si,quiere,1,69,0.014492753623188406
Si,quiere,que,1,1,1.0
quiere,que,venga,1,1,1.0
que,venga,que,1,1,1.0
venga,que,nosotros,1,1,1.0
que,nosotros,</s>,1,1,1.0
<s>,Para,que,1,5,0.2
Para,que,no,1,1,1.0
que,no,coma,1,13,0.07692307692307693
no,coma,solo,1,1,1.0
coma,solo,</s>,1,1,1.0
solo,</s>,<s>,1,1,1.0
<s>,Si,el,1,69,0.014492753623188406
Si,el,quiere,1,1,1.0
el,quiere,si,1,1,1.0
quiere,si,</s>,1,1,1.0
</s>,<s>,Apenas,1,395,0.002531645569620253
<s>,Apenas,vamos,1,1,1.0
Apenas,vamos,para,1,1,1.0
vamos,para,allá,1,2,0.5
para,allá,</s>,1,1,1.0
allá,</s>,<s>,1,1,1.0
</s>,<s>,Todavía,1,395,0.002531645569620253
<s>,Todavía,no,1,1,1.0
Todavía,no,salgo,1,1,1.0
no,salgo,</s>,1,1,1.0
salgo,</s>,<s>,1,1,1.0
</s>,<s>,Vamos,1,395,0.002531645569620253
<s>,Vamos,a,1,1,1.0
Vamos,a,ir,1,1,1.0
a,ir,al,1,1,1.0
ir,al,chilis,1,1,1.0
al,chilis,mimi,1,1,1.0
chilis,mimi,</s>,1,1,1.0
<s>,Y,de,1,10,0.1
Y,de,ahí,1,1,1.0
de,ahí,vemos,1,1,1.0
ahí,vemos,la,1,1,1.0
vemos,la,película,1,1,1.0
la,película,</s>,1,1,1.0
película,</s>,<s>,1,1,1.0
<s>,Por,si,1,5,0.2
Por,si,quiere,1,1,1.0
si,quiere,ir,1,1,1.0
quiere,ir,con,1,1,1.0
ir,con,nosotros,1,1,1.0
con,nosotros,</s>,1,1,1.0
<s>,Me,avisas,1,4,0.25
Me,avisas,</s>,1,1,1.0
avisas,</s>,<s>,1,1,1.0
</s>,<s>,Seguro?,1,395,0.002531645569620253
<s>,Seguro?,</s>,1,1,1.0
Seguro?,</s>,<s>,1,1,1.0
<s>,Bueno,esta,1,4,0.25
Bueno,esta,bien,1,1,1.0
<s>,Pues,ahorita,1,13,0.07692307692307693
Pues,ahorita,le,1,1,1.0
ahorita,le,hablo,1,2,0.5
le,hablo,mimi,1,2,0.5
hablo,mimi,</s>,1,1,1.0
<s>,Ya,le,1,12,0.08333333333333333
Ya,le,hable,1,1,1.0
le,hable,</s>,1,1,1.0
hable,</s>,<s>,1,1,1.0
Y,si,dice,1,2,0.5
si,dice,que,1,1,1.0
dice,que,no,1,2,0.5
que,no,</s>,1,13,0.07692307692307693
<s>,Pues,ya,1,13,0.07692307692307693
Pues,ya,voy,1,1,1.0
ya,voy,para,1,1,1.0
voy,para,la,1,1,1.0
para,la,plaza,1,5,0.2
la,plaza,mimi,1,2,0.5
plaza,mimi,</s>,1,1,1.0
</s>,<s>,🩵,1,395,0.002531645569620253
<s>,🩵,</s>,1,1,1.0
🩵,</s>,<s>,1,1,1.0
Mimi,me,podrías,1,2,0.5
me,podrías,imprimir,1,1,1.0
podrías,imprimir,unas,1,1,1.0
imprimir,unas,hojas,1,1,1.0
unas,hojas,a,1,1,1.0
hojas,a,color?,1,1,1.0
a,color?,</s>,1,1,1.0
color?,</s>,<s>,1,1,1.0
<s>,Por,favor,1,5,0.2
Por,favor,</s>,1,1,1.0
favor,</s>,<s>,1,1,1.0
Es,que,en,1,12,0.08333333333333333
que,en,tu,1,1,1.0
en,tu,impresora,1,2,0.5
tu,impresora,salen,1,1,1.0
impresora,salen,bonitas,1,1,1.0
salen,bonitas,</s>,1,1,1.0
bonitas,</s>,<s>,1,1,1.0
<s>,Gachas,</s>,1,7,0.14285714285714285
Gachas,</s>,<s>,1,1,1.0
<s>,Te,los,1,2,0.5
Te,los,mando,1,1,1.0
los,mando,por,1,1,1.0
mando,por,aquí,1,1,1.0
por,aquí,mimi?,1,1,1.0
aquí,mimi?,</s>,1,1,1.0
<s>,O,por,1,4,0.25
O,por,correo,1,1,1.0
por,correo,mejor?,1,1,1.0
correo,mejor?,</s>,1,1,1.0
mejor?,</s>,<s>,1,1,1.0
<s>,Ya,bonita,1,12,0.08333333333333333
Ya,bonita,</s>,1,1,1.0
Es,que,ayer,1,12,0.08333333333333333
que,ayer,ya,1,1,1.0
ayer,ya,no,1,1,1.0
ya,no,te,1,5,0.2
no,te,conté,1,2,0.5
te,conté,</s>,1,1,1.0
conté,</s>,<s>,1,1,1.0
<s>,Pero,en,1,13,0.07692307692307693
Pero,en,mi,1,1,1.0
en,mi,escuela,1,1,1.0
mi,escuela,si,1,1,1.0
escuela,si,me,1,1,1.0
si,me,harán,1,3,0.3333333333333333
me,harán,válidos,1,1,1.0
harán,válidos,los,1,1,1.0
válidos,los,4,1,1,1.0
los,4,meses,1,1,1.0
4,meses,de,1,1,1.0
meses,de,servicio,1,1,1.0
de,servicio,que,1,1,1.0
servicio,que,hice,1,1,1.0
<s>,Porque,como,1,8,0.125
Porque,como,si,1,1,1.0
como,si,están,1,1,1.0
si,están,validados,1,1,1.0
están,validados,en,1,1,1.0
validados,en,el,1,1,1.0
en,el,sistema,1,5,0.2
el,sistema,</s>,1,1,1.0
sistema,</s>,<s>,1,1,1.0
<s>,Me,dijeron,1,4,0.25
Me,dijeron,que,1,1,1.0
dijeron,que,lo,1,2,0.5
que,lo,termino,1,2,0.5
lo,termino,ahí,1,1,1.0
termino,ahí,en,1,1,1.0
ahí,en,la,1,1,1.0
<s>,El,mes,1,2,0.5
El,mes,que,1,1,1.0
mes,que,me,1,1,1.0
que,me,falta,1,2,0.5
me,falta,</s>,1,1,1.0
falta,</s>,<s>,1,1,1.0
<s>,Los,otros,1,2,0.5
Los,otros,si,1,1,1.0
otros,si,los,1,1,1.0
si,los,tengo,1,1,1.0
los,tengo,a,1,1,1.0
tengo,a,color,1,1,1.0
a,color,</s>,1,1,1.0
color,</s>,<s>,1,1,1.0
<s>,Holiiii,mimi,1,4,0.25
Holiiii,mimi,</s>,1,1,1.0
<s>,chi,</s>,1,2,0.5
chi,</s>,<s>,1,1,1.0
<s>,chi,mimi,1,2,0.5
chi,mimi,gachas,1,1,1.0
<s>,Los,quieres,1,2,0.5
Los,quieres,para,1,1,1.0
quieres,para,ti,1,1,1.0
para,ti,bonita?,1,1,1.0
ti,bonita?,</s>,1,1,1.0
<s>,Pues,para,1,13,0.07692307692307693
Pues,para,el,1,1,1.0
para,el,están,1,3,0.3333333333333333
el,están,bien,1,1,1.0
Si,bonita,creo,1,6,0.16666666666666666
bonita,creo,que,1,1,1.0
que,sería,el,1,2,0.5
sería,el,mejor,1,1,1.0
el,mejor,</s>,1,1,1.0
mejor,</s>,<s>,1,1,1.0
<s>,De,nada,1,2,0.5
De,nada,mimi,1,1,1.0
</s>,<s>,sip,1,395,0.002531645569620253
<s>,sip,</s>,1,1,1.0
sip,</s>,<s>,1,1,1.0
<s>,Holi,"mimi,",1,9,0.1111111111111111
Holi,"mimi,",le,1,1,1.0
"mimi,",le,puedes,1,1,1.0
le,puedes,decir,1,1,1.0
puedes,decir,a,1,1,1.0
decir,a,mi,1,1,1.0
a,mi,papá,1,3,0.3333333333333333
mi,papá,que,1,1,1.0
papá,que,si,1,1,1.0
que,si,me,1,9,0.1111111111111111
si,me,puede,1,3,0.3333333333333333
me,puede,pasar,1,1,1.0
puede,pasar,el,1,1,1.0
pasar,el,numero,1,1,1.0
el,numero,de,1,1,1.0
numero,de,su,1,1,1.0
de,su,celular,1,1,1.0
su,celular,de,1,1,1.0
celular,de,mi,1,1,1.0
de,mi,madrina,1,4,0.25
mi,madrina,pofavo.,1,1,1.0
madrina,pofavo.,</s>,1,1,1.0
pofavo.,</s>,<s>,1,1,1.0
</s>,<s>,Ahi,1,395,0.002531645569620253
<s>,Ahi,cuando,1,1,1.0
Ahi,cuando,pueda,1,1,1.0
cuando,pueda,que,1,1,1.0
pueda,que,me,1,1,1.0
que,me,lo,1,2,0.5
me,lo,mande,1,1,1.0
lo,mande,</s>,1,1,1.0
mande,</s>,<s>,1,1,1.0
</s>,<s>,gachas,1,395,0.002531645569620253
<s>,gachas,</s>,1,1,1.0
</s>,<s>,❤,1,395,0.002531645569620253
<s>,❤,</s>,1,1,1.0
❤,</s>,<s>,1,1,1.0
</s>,<s>,Holiii,1,395,0.002531645569620253
<s>,Holiii,</s>,1,1,1.0
Holiii,</s>,<s>,1,1,1.0
<s>,Es,cabito,1,15,0.06666666666666667
Es,cabito,🫢,1,1,1.0
cabito,🫢,</s>,1,1,1.0
<s>,Si,es,1,69,0.014492753623188406
Si,es,mi,1,1,1.0
es,mi,pantalón,1,1,1.0
mi,pantalón,que,1,1,1.0
pantalón,que,quería,1,1,1.0
que,quería,mimi,1,1,1.0
quería,mimi,</s>,1,1,1.0
<s>,También,el,1,2,0.5
También,el,de,1,1,1.0
el,de,bershka,1,2,0.5
de,bershka,esta,1,1,1.0
bershka,esta,bonito,1,1,1.0
esta,bonito,</s>,1,1,1.0
ver,si,al,1,2,0.5
si,al,rato,1,1,1.0
al,rato,podemos,1,2,0.5
rato,podemos,verlos,1,1,1.0
podemos,verlos,</s>,1,1,1.0
verlos,</s>,<s>,1,1,1.0
Gachas,mimi,💖,1,5,0.2
<s>,Oye,mimi,1,2,0.5
Oye,mimi,crees,1,1,1.0
mimi,crees,que,1,1,1.0
crees,que,pueda,1,2,0.5
que,pueda,ir,1,1,1.0
pueda,ir,Axel,1,1,1.0
ir,Axel,con,1,2,0.5
Axel,con,Cata,1,1,1.0
con,Cata,es,1,1,1.0
Cata,es,que,1,1,1.0
no,me,queda,1,2,0.5
me,queda,algo,1,1,1.0
queda,algo,de,1,1,1.0
algo,de,mi,1,1,1.0
de,mi,trabajo,1,4,0.25
mi,trabajo,terminal,1,1,1.0
trabajo,terminal,qué,1,1,1.0
terminal,qué,he,1,1,1.0
qué,he,intentado,1,1,1.0
he,intentado,toda,1,1,1.0
intentado,toda,la,1,1,1.0
toda,la,semana,1,1,1.0
la,semana,</s>,1,1,1.0
semana,</s>,<s>,1,1,1.0
Es,de,lo,1,2,0.5
de,lo,que,1,1,1.0
lo,que,pagaste,1,5,0.2
que,pagaste,las,1,1,1.0
pagaste,las,clases,1,1,1.0
las,clases,</s>,1,1,1.0
clases,</s>,<s>,1,1,1.0
</s>,<s>,la,1,395,0.002531645569620253
<s>,la,otra,1,1,1.0
la,otra,vez,1,1,1.0
<s>,Pero,pues,1,13,0.07692307692307693
Pero,pues,ahora,1,1,1.0
pues,ahora,si,1,1,1.0
ahora,si,pensaba,1,2,0.5
si,pensaba,decirle,1,1,1.0
pensaba,decirle,</s>,1,1,1.0
decirle,</s>,<s>,1,1,1.0
mimi,ahorita,le,1,2,0.5
ahorita,le,aviso,1,2,0.5
le,aviso,</s>,1,1,1.0
aviso,</s>,<s>,1,1,1.0
<s>,Ya,llego,1,12,0.08333333333333333
Ya,llego,mimi,1,1,1.0
llego,mimi,</s>,1,1,1.0
Chi,mimi,en,1,9,0.1111111111111111
mimi,en,una,1,1,1.0
en,una,hora,1,1,1.0
una,hora,</s>,1,1,1.0
hora,</s>,<s>,1,1,1.0
</s>,<s>,Ño,1,395,0.002531645569620253
<s>,Ño,mimi,1,1,1.0
Ño,mimi,</s>,1,1,1.0
<s>,Holi,</s>,1,9,0.1111111111111111
