Term 1,Term 2,frequency of bigram,frequency of context (Term 1), conditional probability of bigram
<s>,Eras,1,488,0.00204918
Eras,"darks,",1,1,1
"darks,",ma.,1,1,1
<s>,He,1,488,0.00204918
He,estado,1,1,1
estado,yendo,1,1,1
a,jugar,1,72,0.013888889
jugar,basket,1,1,1
basket,y,1,1,1
y,trabajando,1,60,0.016666667
el,"chatbot,",1,59,0.016949153
"chatbot,",¿y,1,1,1
¿y,ustedes?,1,1,1
ustedes?,</s>,1,1,1
"Uy,",que,1,2,0.5
que,"chido,",1,97,0.010309278
"chido,",espero,1,3,0.333333333
espero,se,1,2,0.5
Gracias,por,1,6,0.166666667
por,la,1,20,0.05
la,sorpresita.,1,89,0.011235955
sorpresita.,</s>,1,1,1
Año,"Nuevo,",1,2,0.5
"Nuevo,",familia.,1,1,1
¿Como,han,1,5,0.2
han,estado?,1,3,0.333333333
"bien,",pásenla,1,17,0.058823529
pásenla,rico.,1,3,0.333333333
rico.,</s>,1,1,1
<s>,¿Cuando,1,488,0.00204918
¿Cuando,regresan?,1,1,1
regresan?,</s>,1,1,1
Ya,"regresé,",1,54,0.018518519
"regresé,",ma.,1,1,1
"Bien,",ma.,1,3,0.333333333
<s>,Ahora,1,488,0.00204918
Ahora,si,1,1,1
si,no,1,15,0.066666667
he,sentido,1,3,0.333333333
sentido,nada.,1,1,1
nada.,</s>,1,1,1
¿Qué,"haces,",1,3,0.333333333
"haces,",ma?,1,1,1
ma?,</s>,1,1,1
<s>,Igual.,1,488,0.00204918
Igual.,</s>,1,1,1
Ya,"llegue,",1,54,0.018518519
"llegue,",voy,1,1,1
voy,camino,1,11,0.090909091
camino,al,1,4,0.25
al,hotel.,1,14,0.071428571
ando,aquí.,1,6,0.166666667
aquí.,</s>,1,1,1
la,104,1,89,0.011235955
104,</s>,1,1,1
el,camión.,1,59,0.016949153
camión.,</s>,1,1,1
<s>,Salí,1,488,0.00204918
Salí,a,1,1,1
las,11,1,40,0.025
11,</s>,1,1,1
supone,que,1,2,0.5
que,llego,1,97,0.010309278
llego,entre,1,4,0.25
entre,las,1,3,0.333333333
las,4,1,40,0.025
4,y,1,1,1
y,5,1,60,0.016666667
5,</s>,1,1,1
<s>,Google,1,488,0.00204918
Google,Maps,1,1,1
Maps,dice,1,1,1
dice,2,1,2,0.5
2,"horas,",1,4,0.25
"horas,",pero,1,1,1
que,va,1,97,0.010309278
ser,"más,",1,3,0.333333333
"más,",porque,1,1,1
porque,dice,1,6,0.166666667
dice,qué,1,2,0.5
qué,hay,1,4,0.25
hay,tráfico.,1,4,0.25
tráfico.,</s>,1,1,1
"No,",estoy,1,15,0.066666667
en,edoMex.,1,61,0.016393443
edoMex.,</s>,1,1,1
Vamos,al,1,2,0.5
al,Chilis.,1,14,0.071428571
Chilis.,</s>,1,1,1
estoy,a,1,18,0.055555556
a,media,1,72,0.013888889
media,hora.,1,1,1
hora.,</s>,1,1,1
Ya,llegue.,1,54,0.018518519
llegue.,</s>,1,1,1
Estoy,yendo,1,5,0.2
la,avenida.,1,89,0.011235955
avenida.,</s>,1,1,1
<s>,¿Donde,1,488,0.00204918
¿Donde,están?,1,1,1
Ya,"está,",1,54,0.018518519
"está,",ma.,1,2,0.5
<s>,-,1,488,0.00204918
-,Certificado,1,1,1
Certificado,de,1,1,1
de,vacunación,1,74,0.013513514
vacunación,</s>,1,1,1
<s>,"Saludos,",1,488,0.00204918
"Saludos,",ma.,1,1,1
Pásenla,bien.,1,5,0.2
Se,parece,1,5,0.2
parece,un,1,3,0.333333333
buen,mi,1,3,0.333333333
mi,hermano.,1,9,0.111111111
la,universidad.,1,89,0.011235955
universidad.,</s>,1,1,1
¿Como,se,1,5,0.2
la,fiesta,1,89,0.011235955
fiesta,de,1,1,1
la,uni.,1,89,0.011235955
uni.,</s>,1,1,1
a,salir,1,72,0.013888889
salir,"tarde,",1,1,1
"tarde,",no,1,1,1
no,creo,1,25,0.04
que,esté,1,97,0.010309278
esté,abierta,1,1,1
abierta,la,1,1,1
la,tienda.,1,89,0.011235955
tienda.,</s>,1,1,1
ando,acá.,1,6,0.166666667
<s>,Bájense.,1,488,0.00204918
Bájense.,</s>,1,1,1
"No,",vengase,1,15,0.066666667
vengase,a,1,1,1
la,plaza.,1,89,0.011235955
plaza.,</s>,1,1,1
<s>,"Ale,",1,488,0.00204918
"Ale,",¿tienes,1,4,0.25
¿tienes,el,1,1,1
el,link,1,59,0.016949153
link,de,1,1,1
de,asistencia?,1,74,0.013513514
asistencia?,</s>,1,1,1
"Si,",Ale.,1,5,0.2
<s>,Acabando,1,488,0.00204918
Acabando,de,1,1,1
de,llegar.,1,74,0.013513514
llegar.,</s>,1,1,1
¿Qué,pasó?,1,3,0.333333333
pasó?,</s>,1,1,1
"Felicidades,",mamá.,1,3,0.333333333
mamá.,</s>,1,1,1
¿Qué,quieren?,1,3,0.333333333
quieren?,</s>,1,1,1
<s>,¿Cuantas,1,488,0.00204918
¿Cuantas,alitas?,1,1,1
alitas?,</s>,1,1,1
Yo,con,1,6,0.166666667
con,unas,1,23,0.043478261
unas,5,1,1,1
5,estoy,1,3,0.333333333
estoy,bien,1,18,0.055555556
Ya,llego,1,54,0.018518519
llego,la,1,4,0.25
la,"comida,",1,89,0.011235955
"comida,",apúrenle.,1,1,1
apúrenle.,</s>,1,1,1
<s>,Denle,1,488,0.00204918
Denle,chavos.,1,1,1
chavos.,</s>,1,1,1
Se,va,1,5,0.2
a,enfriar,1,72,0.013888889
enfriar,duro.,1,1,1
duro.,</s>,1,1,1
Que,</s>,1,20,0.05
Ya,andamos,1,54,0.018518519
andamos,en,1,1,1
primera,parada.,1,2,0.5
parada.,</s>,1,1,1
"Igual,",mama.,1,2,0.5
mama.,</s>,1,1,1
<s>,🤟,1,488,0.00204918
🤟,</s>,1,1,1
Pero,creo,1,6,0.166666667
ya,estamos,1,25,0.04
estamos,cerca.,1,7,0.142857143
cerca.,</s>,1,1,1
"No,",le,1,15,0.066666667
le,tocó,1,12,0.083333333
tocó,al,1,2,0.5
al,lado.,1,14,0.071428571
lado.,</s>,1,1,1
"Claro,",ma.,1,14,0.071428571
<s>,"Ay,",1,488,0.00204918
"Ay,",ma.,1,1,1
No,dejas,1,3,0.333333333
dejas,de,1,1,1
de,encontrar,1,74,0.013513514
encontrar,"fotos,",1,2,0.5
"fotos,",jajaja.,1,1,1
<s>,"Yo,",1,488,0.00204918
"Yo,",ma.,1,1,1
<s>,😑,1,488,0.00204918
😑,</s>,1,1,1
<s>,🤙,1,488,0.00204918
🤙,</s>,1,1,1
Yo,llego,1,6,0.166666667
llego,en,1,4,0.25
en,20,1,61,0.016393443
20,</s>,1,1,1
"Ok,",ma.,1,8,0.125
supone,a,1,2,0.5
la,"1,",1,89,0.011235955
"1,",pero,1,1,1
ya,veremos.,1,25,0.04
veremos.,</s>,1,1,1
<s>,Fuimos,1,488,0.00204918
Fuimos,al,1,1,1
al,Paisa.,1,14,0.071428571
Paisa.,</s>,1,1,1
Ahorita,vamos,1,2,0.5
la,escuela,1,89,0.011235955
escuela,a,1,1,1
a,hacerme,1,72,0.013888889
hacerme,un,1,1,1
un,certificado,1,17,0.058823529
certificado,médico.,1,1,1
<s>,Un,1,488,0.00204918
Un,poco,1,1,1
de,pastor.,1,74,0.013513514
pastor.,</s>,1,1,1
Aquí,en,1,4,0.25
en,"Batiz,",1,61,0.016393443
"Batiz,",ya,1,1,1
estoy,por,1,18,0.055555556
por,terminar.,1,20,0.05
terminar.,</s>,1,1,1
estoy,dentro.,1,18,0.055555556
dentro.,</s>,1,1,1
<s>,¿Quieres,1,488,0.00204918
¿Quieres,que,1,1,1
la,vea?,1,89,0.011235955
vea?,</s>,1,1,1
"Jajaja,",puedes,1,15,0.066666667
puedes,usar,1,2,0.5
usar,las,1,2,0.5
las,notas,1,40,0.025
notas,de,1,1,1
de,tu,1,74,0.013513514
tu,celular.,1,1,1
celular.,</s>,1,1,1
Ya,sabes,1,54,0.018518519
sabes,que,1,1,1
que,siempre,1,97,0.010309278
siempre,tengo,1,1,1
tengo,"sueño,",1,11,0.090909091
"sueño,",entonces,1,1,1
entonces,no,1,7,0.142857143
hay,diferencia.,1,4,0.25
diferencia.,</s>,1,1,1
me,abastecí,1,19,0.052631579
abastecí,"bien,",1,1,1
"bien,",eh.,1,17,0.058823529
eh.,</s>,1,1,1
Con,600,1,3,0.333333333
600,pesos,1,1,1
pesos,compré,1,1,1
compré,para,1,1,1
para,2,1,28,0.035714286
2,semanas,1,4,0.25
semanas,yo,1,2,0.5
yo,digo.,1,8,0.125
digo.,</s>,1,1,1
Hay,cosas,1,3,0.333333333
cosas,que,1,2,0.5
son,más,1,9,0.111111111
más,baratas,1,8,0.125
baratas,que,1,1,1
que,en,1,97,0.010309278
en,Mexico.,1,61,0.016393443
Mexico.,</s>,1,1,1
<s>,"Mhmhm,",1,488,0.00204918
"Mhmhm,",con,1,1,1
con,30,1,23,0.043478261
30,euracos.,1,1,1
euracos.,</s>,1,1,1
te,"amo,",1,7,0.142857143
"amo,",ma.,1,1,1
<s>,Saludos.,1,488,0.00204918
Saludos.,</s>,1,1,1
Buena,noche.,1,3,0.333333333
noche.,</s>,1,1,1
<s>,Espero,1,488,0.00204918
Espero,se,1,1,1
ya,llegue,1,25,0.04
a,Bucarest.,1,72,0.013888889
Bucarest.,</s>,1,1,1
Pásenla,chido.,1,5,0.2
te,"amamos,",1,7,0.142857143
"amamos,",Ale.,1,1,1
Pásenla,increíble.,1,5,0.2
pasando,chido.,1,4,0.25
que,"bien,",1,97,0.010309278
<s>,Síganla,1,488,0.00204918
Síganla,pasando,1,1,1
<s>,Muchos,1,488,0.00204918
Muchos,abrazos,1,1,1
abrazos,y,1,1,1
y,besos.,1,60,0.016666667
besos.,</s>,1,1,1
Me,encanta,1,5,0.2
encanta,que,1,1,1
<s>,Llego,1,488,0.00204918
Llego,mañana,1,1,1
mañana,como,1,6,0.166666667
como,por,1,8,0.125
por,las,1,20,0.05
las,"10,",1,40,0.025
"10,",díganme,1,1,1
díganme,por,1,1,1
por,dónde,1,20,0.05
dónde,andan,1,1,1
andan,y,1,1,1
y,las,1,60,0.016666667
las,veo,1,40,0.025
veo,por,1,2,0.5
por,ahí.,1,20,0.05
<s>,O,1,488,0.00204918
O,mejor,1,1,1
mejor,venganse,1,2,0.5
venganse,a,1,1,1
a,mi,1,72,0.013888889
mi,"casa,",1,9,0.111111111
"casa,",para,1,2,0.5
la,conozcan,1,89,0.011235955
conozcan,y,1,1,1
y,puedo,1,60,0.016666667
puedo,dejar,1,11,0.090909091
dejar,mis,1,1,1
mis,cosas.,1,2,0.5
cosas.,</s>,1,1,1
<s>,Esta,1,488,0.00204918
Esta,es,1,1,1
es,la,1,25,0.04
la,dirección:,1,89,0.011235955
dirección:,Calle,1,1,1
Calle,de,1,1,1
de,Rafael,1,74,0.013513514
Rafael,Fernández,1,1,1
Fernández,Hijicos,1,1,1
Hijicos,25,1,1,1
25,</s>,1,1,1
<s>,Pueden,1,488,0.00204918
Pueden,tomar,1,1,1
tomar,la,1,2,0.5
la,línea,1,89,0.011235955
línea,1,1,1,1
1,y,1,6,0.166666667
y,bajarse,1,60,0.016666667
bajarse,en,1,1,1
en,Miguel,1,61,0.016393443
Miguel,Hernández.,1,1,1
Hernández.,</s>,1,1,1
"ok,",entonces,1,2,0.5
entonces,pásenla,1,7,0.142857143
pásenla,"bien,",1,3,0.333333333
"bien,",luego,1,17,0.058823529
luego,nos,1,2,0.5
nos,vemos.,1,7,0.142857143
vemos.,</s>,1,1,1
"Hola,",ma.,1,7,0.142857143
Ando,en,1,2,0.5
un,barco.,1,17,0.058823529
barco.,</s>,1,1,1
<s>,Más,1,488,0.00204918
Más,tarde,1,1,1
tarde,estoy,1,1,1
"Hola,",mamá,1,7,0.142857143
mamá,y,1,3,0.333333333
y,hermano.,1,60,0.016666667
<s>,Acá,1,488,0.00204918
Acá,ando,1,1,1
ando,trabajando,1,6,0.166666667
curso,de,1,2,0.5
de,Madrid.,1,74,0.013513514
Madrid.,</s>,1,1,1
Ya,les,1,54,0.018518519
les,cuento,1,6,0.166666667
cuento,después.,1,1,1
después.,</s>,1,1,1
te,amamos,1,7,0.142857143
amamos,"mucho,",1,1,1
"mucho,",Ale.,1,2,0.5
Que,es,1,20,0.05
es,"eso,",1,25,0.04
"eso,","Ale,",1,2,0.5
"Ale,",jajaja?,1,4,0.25
jajaja?,</s>,1,1,1
"bien,","ma,",1,17,0.058823529
"ma,",disfruta.,1,3,0.333333333
disfruta.,</s>,1,1,1
"Jajaja,",hijo,1,15,0.066666667
hijo,de,1,1,1
la,verga.,1,89,0.011235955
verga.,</s>,1,1,1
"Jajaja,","bien,",1,15,0.066666667
"bien,","Ale,",1,17,0.058823529
"Ale,",ahí,1,4,0.25
ahí,disfrutando.,1,1,1
disfrutando.,</s>,1,1,1
<s>,"Miren,",1,488,0.00204918
"Miren,",mejore,1,1,1
mejore,algunas,1,1,1
algunas,fotos,1,3,0.333333333
fotos,con,1,4,0.25
con,"IA,",1,23,0.043478261
"IA,",¿que,1,1,1
¿que,les,1,1,1
les,parece?,1,6,0.166666667
Si,quieren,1,11,0.090909091
quieren,puedo,1,1,1
puedo,mejorar,1,11,0.090909091
mejorar,fotos,1,1,1
fotos,que,1,4,0.25
me,manden.,1,19,0.052631579
manden.,</s>,1,1,1
Con,una,1,3,0.333333333
una,aplicación,1,9,0.111111111
aplicación,que,1,1,1
llama,Remini.,1,2,0.5
Remini.,</s>,1,1,1
También,crea,1,5,0.2
crea,nuevas,1,1,1
nuevas,fotos,1,1,1
fotos,a,1,4,0.25
a,partir,1,72,0.013888889
partir,de,1,1,1
las,que,1,40,0.025
ya,se,1,25,0.04
se,tengan.,1,31,0.032258065
tengan.,</s>,1,1,1
<s>,Mejora,1,488,0.00204918
Mejora,un,1,1,1
un,poquito.,1,17,0.058823529
poquito.,</s>,1,1,1
La,pase,1,2,0.5
pase,otra,1,1,1
otra,vez.,1,1,1
vez.,</s>,1,1,1
Dale,con,1,2,0.5
con,todo.,1,23,0.043478261
todo.,</s>,1,1,1
"Jajaja,",la,1,15,0.066666667
la,Ale.,1,89,0.011235955
<s>,"Ahhh,",1,488,0.00204918
"Ahhh,",pos,1,1,1
pos,toy,1,1,1
toy,cansado.,1,1,1
cansado.,</s>,1,1,1
"Jajaja,",acabo,1,15,0.066666667
acabo,de,1,1,1
de,ver,1,74,0.013513514
ver,pasar,1,6,0.166666667
pasar,a,1,3,0.333333333
a,Wendy,1,72,0.013888889
Wendy,Guevara,1,1,1
Guevara,enfrente,1,1,1
enfrente,de,1,1,1
de,mi.,1,74,0.013513514
mi.,</s>,1,1,1
no,maches.,1,25,0.04
maches.,</s>,1,1,1
<s>,Estaría,1,488,0.00204918
Estaría,raro.,1,1,1
raro.,</s>,1,1,1
"No,",es,1,15,0.066666667
es,"bajita,",1,25,0.04
"bajita,",yo,1,1,1
que,mide,1,97,0.010309278
mide,1.65.,1,1,1
1.65.,</s>,1,1,1
<s>,Unas,1,488,0.00204918
Unas,"locales,",1,1,1
"locales,",de,1,1,1
de,llaman,1,74,0.013513514
llaman,HM,1,1,1
HM,</s>,1,2,0.5
"Jajaja,",no,1,15,0.066666667
no,"se,",1,25,0.04
"se,",solo,1,1,1
solo,decían,1,5,0.2
decían,HM,1,1,1
HM,Hamburguesas.,1,2,0.5
Hamburguesas.,</s>,1,1,1
<s>,Sigan,1,488,0.00204918
Sigan,divirtiéndose.,1,1,1
divirtiéndose.,</s>,1,1,1
<s>,Pásala,1,488,0.00204918
Pásala,bien.,1,1,1
"Bien,",Ale.,1,3,0.333333333
la,feria,1,89,0.011235955
feria,de,1,1,1
de,Cali.,1,74,0.013513514
Cali.,</s>,1,1,1
Hoy,es,1,2,0.5
es,"salsodromo,",1,25,0.04
"salsodromo,",entonces,1,1,1
entonces,nos,1,7,0.142857143
nos,están,1,7,0.142857143
están,dando,1,7,0.142857143
dando,una,1,1,1
una,clase,1,9,0.111111111
clase,de,1,1,1
de,salsa,1,74,0.013513514
salsa,caleña.,1,1,1
caleña.,</s>,1,1,1
"Jajaja,","si,",1,15,0.066666667
"si,","Ale,",1,2,0.5
"Ale,",no,1,4,0.25
te,preocupes.,1,7,0.142857143
preocupes.,</s>,1,1,1
"Ok,","ma,",1,8,0.125
"ma,",que,1,3,0.333333333
todo,salga,1,6,0.166666667
salga,bien.,1,1,1
<s>,Ay,1,488,0.00204918
Ay,"si,",1,1,1
"si,",ay,1,2,0.5
ay,si.,1,2,0.5
si.,</s>,1,1,1
Si,yo,1,11,0.090909091
yo,ni,1,8,0.125
ni,tomo.,1,1,1
tomo.,</s>,1,1,1
Te,amo,1,4,0.25
amo,"mucho,",1,1,1
"mucho,",ma.,1,2,0.5
<s>,Tengan,1,488,0.00204918
Tengan,un,1,1,1
un,excelente,1,17,0.058823529
excelente,viaje.,1,1,1
viaje.,</s>,1,1,1
<s>,Parece,1,488,0.00204918
Parece,Pokémon,1,1,1
Pokémon,</s>,1,1,1
"Jajaja,",muy,1,15,0.066666667
"Jajaja,",Que,1,15,0.066666667
Que,"Rico,",1,20,0.05
"Rico,",del,1,1,1
del,mismo,1,11,0.090909091
mismo,lugar,1,3,0.333333333
lugar,de,1,1,1
de,DELFIN?,1,74,0.013513514
DELFIN?,</s>,1,1,1
<s>,"Uff,",1,488,0.00204918
"Uff,",Que,1,1,1
bien,Que,1,23,0.043478261
Que,todo,1,20,0.05
todo,salió,1,6,0.166666667
salió,bien.,1,1,1
No,creo,1,3,0.333333333
creo,ver,1,13,0.076923077
ver,"Godzilla,",1,6,0.166666667
"Godzilla,",jajaja.,1,1,1
están,pasando?,1,7,0.142857143
pasando?,</s>,1,1,1
<s>,Cuando,1,488,0.00204918
Cuando,regresan,1,1,1
regresan,a,1,1,1
la,CDMX?,1,89,0.011235955
CDMX?,</s>,1,1,1
"Va,",pues,1,2,0.5
pues,disfruten,1,2,0.5
disfruten,y,1,1,1
y,pásenla,1,60,0.016666667
pásenla,muy,1,3,0.333333333
Yo,hoy,1,6,0.166666667
hoy,llego,1,1,1
llego,a,1,4,0.25
las,11pm,1,40,0.025
11pm,a,1,1,1
a,"CDMX,",1,72,0.013888889
"CDMX,",vamos,1,1,1
vamos,directo,1,5,0.2
directo,al,1,1,1
al,airbnb.,1,14,0.071428571
airbnb.,</s>,1,1,1
"bien,",disfruten.,1,17,0.058823529
disfruten.,</s>,1,1,1
Ya,aterrizamos.,1,54,0.018518519
aterrizamos.,</s>,1,1,1
el,depto.,1,59,0.016949153
depto.,</s>,1,1,1
la,barbaca.,1,89,0.011235955
barbaca.,</s>,1,1,1
estamos,</s>,1,7,0.142857143
"Ma,",como,1,2,0.5
como,le,1,8,0.125
le,fue,1,12,0.083333333
fue,a,1,1,1
a,Ale?,1,72,0.013888889
Ale?,</s>,1,1,1
"Felicidades,",mi,1,3,0.333333333
mi,Doc!,1,9,0.111111111
Doc!,🎉🎉,1,1,1
🎉🎉,</s>,1,1,1
esta,bien,1,6,0.166666667
bien,bonito,1,23,0.043478261
bonito,</s>,1,1,1
"Jajaja,",hasta,1,15,0.066666667
hasta,ya,1,4,0.25
ya,pones,1,25,0.04
pones,el,1,1,1
el,hahaha,1,59,0.016949153
hahaha,americano,1,1,1
americano,</s>,1,1,1
"No,",eso,1,15,0.066666667
ya,"está,",1,25,0.04
"está,",Ale.,1,2,0.5
lo,intentamos,1,31,0.032258065
intentamos,varias,1,1,1
varias,veces,1,2,0.5
veces,</s>,1,1,1
"Jajaja,",a,1,15,0.066666667
la,"verga,",1,89,0.011235955
"verga,",que,1,1,1
que,mala,1,97,0.010309278
mala,onda,1,1,1
onda,</s>,1,3,0.333333333
Igual,a,1,3,0.333333333
a,</s>,1,72,0.013888889
<s>,mi,1,488,0.00204918
mi,mamá,1,9,0.111111111
<s>,Saludillos,1,488,0.00204918
Saludillos,</s>,1,1,1
en,"camino,",1,61,0.016393443
"camino,",llegamos,1,1,1
llegamos,a,1,2,0.5
las,9,1,40,0.025
9,</s>,1,1,1
<s>,Eje,1,488,0.00204918
Eje,central,1,1,1
central,Lázaro,1,1,1
Lázaro,Cardenas,1,1,1
Cardenas,1040,1,1,1
1040,</s>,1,1,1
<s>,06:30,1,488,0.00204918
06:30,</s>,1,1,1
Ya,llegamos,1,54,0.018518519
llegamos,</s>,1,2,0.5
<s>,"Que,",1,488,0.00204918
"Que,",como,1,1,1
como,se,1,8,0.125
a,parecer,1,72,0.013888889
parecer,a,1,2,0.5
a,ti?,1,72,0.013888889
ti?,</s>,1,1,1
<s>,Ese,1,488,0.00204918
Ese,es,1,1,1
es,chino,1,25,0.04
chino,y,1,1,1
y,deforme,1,60,0.016666667
deforme,</s>,1,1,1
Yo,unos,1,6,0.166666667
unos,"nerds,",1,1,1
"nerds,",por,1,1,1
por,"fa,",1,20,0.05
"fa,",Ale,1,1,1
<s>,Los,1,488,0.00204918
Los,chochitos,1,1,1
chochitos,son,1,1,1
los,chidos,1,24,0.041666667
chidos,</s>,1,1,1
Muy,"chido,",1,7,0.142857143
"chido,",Ale.,1,3,0.333333333
que,pudiste,1,97,0.010309278
pudiste,vivir,1,1,1
vivir,</s>,1,1,1
<s>,eso,1,488,0.00204918
Ya,entre,1,54,0.018518519
entre,sin,1,3,0.333333333
Yo,creo,1,6,0.166666667
que,despego,1,97,0.010309278
despego,en,1,1,1
en,10,1,61,0.016393443
10,</s>,1,4,0.25
Ya,vamos,1,54,0.018518519
la,pista,1,89,0.011235955
pista,</s>,1,1,1
Voy,camino,1,3,0.333333333
a,migración,1,72,0.013888889
migración,</s>,1,1,1
Hay,</s>,1,3,0.333333333
<s>,poca,1,488,0.00204918
poca,</s>,1,1,1
para,afuera,1,28,0.035714286
afuera,</s>,1,1,1
Ya,aborde,1,54,0.018518519
aborde,el,1,1,1
puerta,1,1,2,0.5
1,</s>,1,6,0.166666667
en,"casa,",1,61,0.016393443
"casa,",</s>,1,2,0.5
esta,chistoso,1,6,0.166666667
chistoso,ese,1,1,1
ese,bebé,1,2,0.5
bebé,</s>,1,1,1
a,despegar,1,72,0.013888889
"Gracias,",ya,1,5,0.2
en,parís,1,61,0.016393443
parís,</s>,1,1,1
estoy,con,1,18,0.055555556
con,Vanni.,1,23,0.043478261
Vanni.,</s>,1,1,1
<s>,Estamos,1,488,0.00204918
Estamos,camino,1,1,1
su,casa,1,17,0.058823529
Pásenla,muy,1,5,0.2
Estoy,a,1,5,0.2
a,dos,1,72,0.013888889
dos,horas,1,2,0.5
horas,de,1,1,1
de,despegar,1,74,0.013513514
estoy,camino,1,18,0.055555556
camino,"allá,",1,4,0.25
"allá,",tienen,1,1,1
tienen,internet,1,3,0.333333333
internet,para,1,1,1
para,mensajes,1,28,0.035714286
mensajes,gratis,1,1,1
gratis,</s>,1,1,1
en,"KLM,",1,61,0.016393443
"KLM,",es,1,1,1
es,bueno,1,25,0.04
bueno,ehh.,1,2,0.5
ehh.,</s>,1,1,1
Te,dan,1,4,0.25
dan,botellita,1,1,1
botellita,de,1,1,1
de,agua,1,74,0.013513514
agua,y,1,1,1
y,una,1,60,0.016666667
una,toallitas,1,9,0.111111111
toallitas,húmeda,1,1,1
húmeda,al,1,1,1
al,principio.,1,14,0.071428571
principio.,</s>,1,1,1
Y,tienen,1,5,0.2
tienen,un,1,3,0.333333333
buen,de,1,3,0.333333333
de,películas,1,74,0.013513514
películas,buenas.,1,1,1
buenas.,</s>,1,1,1
El,espacio,1,2,0.5
espacio,creo,1,2,0.5
que,está,1,97,0.010309278
"Ma,",aterrizo,1,2,0.5
aterrizo,en,1,1,1
en,23,1,61,0.016393443
23,min,1,1,1
min,</s>,1,1,1
<s>,Cuanto,1,488,0.00204918
Cuanto,te,1,1,1
te,haces?,1,7,0.142857143
haces?,</s>,1,1,1
Entonces,cuando,1,5,0.2
cuando,</s>,1,4,0.25
<s>,aterricé,1,488,0.00204918
<s>,Listooo,1,488,0.00204918
Listooo,Saque,1,1,1
Saque,10,1,1,1
el,TT,1,59,0.016949153
TT,</s>,1,2,0.5
Gracias,Ale,1,6,0.166666667
Ando,viendo,1,2,0.5
viendo,pero,1,1,1
pero,todavía,1,13,0.076923077
todavía,no,1,1,1
se,hace,1,31,0.032258065
hace,nada,1,5,0.2
nada,</s>,1,2,0.5
"Va,",ma,1,2,0.5
ma,En,1,10,0.1
En,cuanto,1,5,0.2
cuanto,llegues,1,1,1
llegues,a,1,1,1
casa,nos,1,3,0.333333333
nos,vamos,1,7,0.142857143
vamos,al,1,5,0.2
al,Chili’s,1,14,0.071428571
Chili’s,</s>,1,1,1
Ale,Pásenla,1,10,0.1
Pásenla,chido,1,5,0.2
<s>,Pasala,1,488,0.00204918
Pasala,muy,1,1,1
Jajaja,muy,1,4,0.25
Jajaja,ay,1,4,0.25
ay,ma,1,2,0.5
<s>,yo,1,488,0.00204918
yo,les,1,8,0.125
les,recomendaría,1,6,0.166666667
recomendaría,ver,1,1,1
en,booking,1,61,0.016393443
booking,y,1,1,1
y,comparar,1,60,0.016666667
comparar,los,1,2,0.5
los,precios,1,24,0.041666667
precios,en,1,1,1
las,paginas,1,40,0.025
paginas,de,1,1,1
las,compañías,1,40,0.025
compañías,</s>,1,1,1
<s>,Quien,1,488,0.00204918
Quien,es,1,1,1
es,</s>,1,25,0.04
<s>,Ohhh,1,488,0.00204918
Ohhh,disfruta,1,1,1
disfruta,mucho,1,1,1
mucho,</s>,1,4,0.25
Ale,Disfruta,1,10,0.1
Disfruta,</s>,1,1,1
Me,voy,1,5,0.2
voy,hasta,1,11,0.090909091
1,al,1,6,0.166666667
al,ato,1,14,0.071428571
ato,</s>,1,1,1
"No,",ando,1,15,0.066666667
ando,la,1,6,0.166666667
la,copa,1,89,0.011235955
copa,America,1,1,1
America,</s>,1,1,1
Gracias,ma,1,6,0.166666667
<s>,Bien,1,488,0.00204918
Bien,ando,1,1,1
en,Turquía,1,61,0.016393443
Turquía,</s>,1,1,1
a,Berlín,1,72,0.013888889
Berlín,</s>,1,1,1
Jajaja,así,1,4,0.25
así,le,1,2,0.5
le,hace,1,12,0.083333333
la,mamá,1,89,0.011235955
<s>,Seeeeh,1,488,0.00204918
Seeeeh,🤨😅,1,1,1
🤨😅,</s>,1,1,1
Uff,que,1,2,0.5
ma,Me,1,10,0.1
Me,da,1,5,0.2
da,gusto,1,2,0.5
gusto,Como,1,1,1
Como,estuvo,1,9,0.111111111
el,vuelo?,1,59,0.016949153
vuelo?,</s>,1,1,1
ma,Ya,1,10,0.1
su,airbnb?,1,17,0.058823529
airbnb?,</s>,1,1,1
<s>,Pudieron,1,488,0.00204918
Pudieron,comprar,1,1,1
comprar,la,1,1,1
la,sim,1,89,0.011235955
sim,card?,1,1,1
card?,</s>,1,1,1
Ok,ma,1,5,0.2
ma,Descansen,1,10,0.1
Descansen,y,1,1,1
y,duerman,1,60,0.016666667
duerman,mucho,1,1,1
mucho,Disfruten,1,4,0.25
Disfruten,mucho,1,1,1
mucho,de,1,4,0.25
su,viaje,1,17,0.058823529
Uff,Que,1,2,0.5
"bien,",se,1,17,0.058823529
ve,que,1,2,0.5
están,pasando,1,7,0.142857143
pasando,bien,1,4,0.25
bien,Como,1,23,0.043478261
Como,están?,1,9,0.111111111
<s>,Ohh,1,488,0.00204918
Ohh,mira,1,1,1
mira,se,1,1,1
ve,chido,1,2,0.5
chido,Como,1,4,0.25
Jajaja,que,1,4,0.25
bien,ya,1,23,0.043478261
ya,me,1,25,0.04
me,contarán,1,19,0.052631579
contarán,que,1,1,1
que,les,1,97,0.010309278
les,paso,1,6,0.166666667
paso,</s>,1,1,1
<s>,"Fam,",1,488,0.00204918
"Fam,",el,1,1,1
el,miércoles,1,59,0.016949153
